number,street,unit,city,postcode,latitude,longitude,reason
4258,S HAMILTON RD,,COLUMBUS,43232,39.9139795,-82.8826388,no parcel; street parcels=753 dwelling=242
4599,MONMOUTH CT,206,COLUMBUS,43232,39.9176453,-82.8737854,no parcel; street parcels=0 dwelling=0
4543,LAKE SIDE S,,COLUMBUS,43232,39.923604,-82.8748734,no parcel; street parcels=0 dwelling=0
2724,TENNYSON BLVD,B,COLUMBUS,43232,39.9199425,-82.8753969,no parcel; street parcels=0 dwelling=0
2089,LAKE CLUB TER,E,COLUMBUS,43232,39.9370978,-82.8341055,no parcel; street parcels=0 dwelling=0
2084,S HAMILTON RD,,COLUMBUS,43232,39.9319211,-82.8783274,matched COMMERCIAL
5427,YORKSHIRE TERRACE DR,1C,COLUMBUS,43232,39.9446842,-82.8504324,no parcel; street parcels=0 dwelling=0
2779,GROSSE POINT,,COLUMBUS,43232,39.9144663,-82.909101,no parcel; street parcels=0 dwelling=0
2434,KIMBERLY WOODS DR,,COLUMBUS,43232,39.9242299,-82.8882436,no parcel; street parcels=1 dwelling=0
42,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
2881,TENNYSON BLVD,200,COLUMBUS,43232,39.9167379,-82.8737258,no parcel; street parcels=0 dwelling=0
4649,COLERIDGE CT,C,COLUMBUS,43232,39.916128,-82.8725183,no parcel; street parcels=0 dwelling=0
5846,HALLRIDGE CIR,,COLUMBUS,43232,39.9470956,-82.8419725,no parcel; street parcels=0 dwelling=0
3807,BUCKMAN ST,,COLUMBUS,43232,39.9145433,-82.896489,no parcel; street parcels=0 dwelling=0
4593,WORDSWORTH CT,,COLUMBUS,43232,39.9158949,-82.8734848,no parcel; street parcels=0 dwelling=0
5046,COVENTRY CT N,D,COLUMBUS,43232,39.9390337,-82.8594154,no parcel; street parcels=0 dwelling=0
1542,MCNAUGHTEN RD,,COLUMBUS,43232,39.9477579,-82.8385869,matched OTHER
4645,GROVES RD,,COLUMBUS,43232,39.9292465,-82.8729316,matched COMMERCIAL
3107,ELIM ESTATES DR,,COLUMBUS,43232,39.9239706,-82.9093412,matched OTHER
3106,ELIM ESTATES DR,,COLUMBUS,43232,39.9243396,-82.9092927,matched OTHER
4601,REFUGEE RD,3H,COLUMBUS,43232,39.9137328,-82.8740551,no parcel; street parcels=267 dwelling=119
2610,CHAPPEL CHASE,,COLUMBUS,43232,39.9254446,-82.8413768,no parcel; street parcels=0 dwelling=0
4003,PENNIMAN ST,,COLUMBUS,43232,39.9157862,-82.8919811,no parcel; street parcels=1 dwelling=0
5587,CHATTERTON RD,,COLUMBUS,43232,39.9133705,-82.8461998,no parcel; street parcels=12 dwelling=0
6185,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
4661,REFUGEE RD,3D,COLUMBUS,43232,39.9133697,-82.8720213,no parcel; street parcels=267 dwelling=119
2942,NATHANIEL BLVD,D,COLUMBUS,43232,39.9157008,-82.8716531,no parcel; street parcels=0 dwelling=0
4564,ISINGTON CT,206,COLUMBUS,43232,39.9176297,-82.8745402,no parcel; street parcels=0 dwelling=0
2176,SOFT WIND CT,,COLUMBUS,43232,39.9284577,-82.8934584,no parcel; street parcels=0 dwelling=0
1805,CHANNINGWAY CT W,,COLUMBUS,43232,39.9417033,-82.8408219,no parcel; street parcels=0 dwelling=0
4607,REFUGEE RD,1C,COLUMBUS,43232,39.9133787,-82.87361,no parcel; street parcels=267 dwelling=119
5845,MCKAHAN CT,,COLUMBUS,43232,39.9524105,-82.8410989,matched OTHER
3573,REFUGEE RD,,COLUMBUS,43232,39.9163118,-82.9009965,no parcel; street parcels=267 dwelling=119
5484,LONSDALE PL N,UNIT D,COLUMBUS,43232,39.9424516,-82.8481145,no parcel; street parcels=0 dwelling=0
3550,ARIEL DR,,COLUMBUS,43232,39.9240371,-82.8981438,no parcel; street parcels=0 dwelling=0
3742,NOAM CT,,COLUMBUS,43232,39.9231772,-82.8968697,no parcel; street parcels=0 dwelling=0
5617,AUTUMN CHASE DR,,COLUMBUS,43232,39.9421279,-82.8448826,no parcel; street parcels=1 dwelling=0
2860,WINCHESTER PIKE,,COLUMBUS,43232,39.9146824,-82.9117832,no parcel; street parcels=13 dwelling=4
3108,ROTUNDA CT N,,COLUMBUS,43232,39.9272515,-82.9100294,matched COMMERCIAL
6203,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
5599,HIBERNIA DR,A,COLUMBUS,43232,39.9517346,-82.8514366,no parcel; street parcels=1 dwelling=0
3801,BUCKMAN ST,,COLUMBUS,43232,39.9145511,-82.8966174,no parcel; street parcels=0 dwelling=0
2184,WADSWORTH DR,,COLUMBUS,43232,39.9266803,-82.9101364,matched COMMERCIAL
2794,TENNYSON BLVD,A,COLUMBUS,43232,39.9185662,-82.8735756,no parcel; street parcels=0 dwelling=0
5467,E LIVINGSTON AVE,UNIT A,COLUMBUS,43232,39.9421322,-82.8488541,no parcel; street parcels=920 dwelling=406
3340,TRADAN DR,,COLUMBUS,43232,39.9147542,-82.9073763,no parcel; street parcels=1 dwelling=0
5740,HALLRIDGE CIR,,COLUMBUS,43232,39.9478493,-82.8447183,no parcel; street parcels=0 dwelling=0
2161,COURTRIGHT RD,,COLUMBUS,43232,39.9276174,-82.8989886,matched COMMERCIAL
1619,COPPERTREE RD,,COLUMBUS,43232,39.9454552,-82.854051,no parcel; street parcels=2 dwelling=2
5704,HIBERNIA DR,C,COLUMBUS,43232,39.9531266,-82.8488149,no parcel; street parcels=1 dwelling=0
5580,HIBERNIA DR,A,COLUMBUS,43232,39.9533801,-82.8512254,no parcel; street parcels=1 dwelling=0
2439,SHORE BLVD E,,COLUMBUS,43232,39.9254002,-82.8741448,no parcel; street parcels=0 dwelling=0
1554,APPLETON CT,,COLUMBUS,43232,39.9461869,-82.8480965,no parcel; street parcels=0 dwelling=0
3390,WINTER LANE PARK,,COLUMBUS,43232,39.9105211,-82.8482257,no parcel; street parcels=0 dwelling=0
4795,ROLLINGBROOK LN,C,COLUMBUS,43232,39.9223783,-82.8632945,no parcel; street parcels=0 dwelling=0
1911,OLDE COVENTRY RD E,,COLUMBUS,43232,39.9372767,-82.8603111,no parcel; street parcels=0 dwelling=0
2748,EASTLAND MALL,UNIT A,COLUMBUS,43232,39.9184186,-82.8844065,no parcel; street parcels=1 dwelling=0
3673,RIVERDALE SQ,,COLUMBUS,43232,39.9285576,-82.8991454,no parcel; street parcels=0 dwelling=0
5046,COVENTRY CT N,A,COLUMBUS,43232,39.9390849,-82.8595008,no parcel; street parcels=0 dwelling=0
2287,MUIRWOOD DR,,COLUMBUS,43232,39.9263065,-82.889032,no parcel; street parcels=1 dwelling=0
5940,SCARBOROUGH BLVD,,COLUMBUS,43232,39.9292509,-82.8341635,no parcel; street parcels=1 dwelling=0
5427,YORKSHIRE TERRACE DR,4A,COLUMBUS,43232,39.9445233,-82.8503974,no parcel; street parcels=0 dwelling=0
4594,ISINGTON CT,205,COLUMBUS,43232,39.9175994,-82.8737907,no parcel; street parcels=0 dwelling=0
3165,EASTHAVEN DR S,,COLUMBUS,43232,39.9246876,-82.9081699,matched COMMERCIAL
1620,LONSDALE RD,UNIT 2,COLUMBUS,43232,39.9447387,-82.8487492,matched COMMERCIAL
5097,CEDAR DR,A,COLUMBUS,43232,39.9355142,-82.8571465,no parcel; street parcels=24 dwelling=15
5165,CEDAR DR,G,COLUMBUS,43232,39.935763,-82.8555373,no parcel; street parcels=24 dwelling=15
2843,CITIZENS PL,F,COLUMBUS,43232,39.9172549,-82.8776046,no parcel; street parcels=1 dwelling=0
126,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
4267,DONLYN CT,,COLUMBUS,43232,39.9265641,-82.8841521,no parcel; street parcels=0 dwelling=0
5502,CHANTRY DR,,COLUMBUS,43232,39.9261255,-82.8442184,no parcel; street parcels=16 dwelling=0
2447,SHORE BLVD E,H,COLUMBUS,43232,39.9247498,-82.87432,no parcel; street parcels=0 dwelling=0
6605,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6619,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
1946,OLDE COVENTRY RD E,,COLUMBUS,43232,39.9369403,-82.8593569,no parcel; street parcels=0 dwelling=0
2630,BIRCHTREE CT,,COLUMBUS,43232,39.9200237,-82.8969449,no parcel; street parcels=0 dwelling=0
2367,S HAMILTON RD,,COLUMBUS,43232,39.926651,-82.8802446,matched COMMERCIAL
6523,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
3205,S HAMILTON RD,,COLUMBUS,43232,39.9112601,-82.8815968,no parcel; street parcels=753 dwelling=242
2371,SHORE BLVD E,F,COLUMBUS,43232,39.9262965,-82.8736631,no parcel; street parcels=0 dwelling=0
2852,CITIZENS PL,C,COLUMBUS,43232,39.9171011,-82.8762018,no parcel; street parcels=1 dwelling=0
3364,SUFFIELD,,COLUMBUS,43232,39.9105468,-82.8464835,no parcel; street parcels=0 dwelling=0
5577,HIBERNIA DR,C,COLUMBUS,43232,39.9518183,-82.8518322,no parcel; street parcels=1 dwelling=0
5982,LAKE CLUB SQ,B,COLUMBUS,43232,39.9383528,-82.8336913,no parcel; street parcels=1 dwelling=0
2451,KIMBERLY PKWY N,,COLUMBUS,43232,39.9251331,-82.8888247,no parcel; street parcels=0 dwelling=0
3763,KNIGHTSWAY LN,,COLUMBUS,43232,39.9206903,-82.8968732,no parcel; street parcels=2 dwelling=0
4986,COVENTRY CT S,,COLUMBUS,43232,39.9379775,-82.8608303,no parcel; street parcels=0 dwelling=0
4590,ISINGTON CT,,COLUMBUS,43232,39.9174994,-82.8738876,no parcel; street parcels=0 dwelling=0
3683,KIDRON CT,,COLUMBUS,43232,39.9282321,-82.8952115,no parcel; street parcels=0 dwelling=0
4269,EASTLAND SQUARE DR,,COLUMBUS,43232,39.9125963,-82.8825206,no parcel; street parcels=1 dwelling=0
2726,TENNYSON BLVD,B,COLUMBUS,43232,39.9200401,-82.8752785,no parcel; street parcels=0 dwelling=0
5825,E LIVINGSTON AVE,,COLUMBUS,43232,39.9424517,-82.8390481,no parcel; street parcels=920 dwelling=406
4655,REFUGEE RD,3E,COLUMBUS,43232,39.9139854,-82.872285,no parcel; street parcels=267 dwelling=119
5040,COVENTRY DR,A,COLUMBUS,43232,39.9380396,-82.8593753,no parcel; street parcels=0 dwelling=0
2796,CITIZENS PL,C,COLUMBUS,43232,39.9182454,-82.8769428,no parcel; street parcels=1 dwelling=0
1321,MCNAUGHTEN RD,,COLUMBUS,43232,39.95266,-82.8394022,no parcel; street parcels=137 dwelling=80
3685,FARTHING LN,,COLUMBUS,43232,39.9126106,-82.9084127,no parcel; street parcels=2 dwelling=0
3192,EASTHAVEN DR S,,COLUMBUS,43232,39.924964,-82.9076296,no parcel; street parcels=0 dwelling=0
2045,PINE NEEDLE CT,,COLUMBUS,43232,39.9360401,-82.8603639,no parcel; street parcels=0 dwelling=0
5005,COVENTRY CT N,,COLUMBUS,43232,39.9392907,-82.860398,no parcel; street parcels=0 dwelling=0
6062,CHANNINGWAY BLVD,,COLUMBUS,43232,39.9390654,-82.8316213,no parcel; street parcels=0 dwelling=0
1844,COVENTRY LN,,COLUMBUS,43232,39.938858,-82.8598758,no parcel; street parcels=0 dwelling=0
3613,REFUGEE RD,D,COLUMBUS,43232,39.9148368,-82.9000509,matched COMMERCIAL
2145,RIVERDALE SQ E,,COLUMBUS,43232,39.9283315,-82.899799,no parcel; street parcels=0 dwelling=0
3661,RIVERDALE SQ,,COLUMBUS,43232,39.9285409,-82.8994777,no parcel; street parcels=0 dwelling=0
3653,RIVERDALE SQ,,COLUMBUS,43232,39.9287195,-82.8994659,no parcel; street parcels=0 dwelling=0
2306,RANDY CT,,COLUMBUS,43232,39.9248702,-82.8978973,no parcel; street parcels=0 dwelling=0
3740,NOAM CT,,COLUMBUS,43232,39.9232045,-82.8968923,no parcel; street parcels=0 dwelling=0
3755,KIMBERLY WEST DR,UNIT 6,COLUMBUS,43232,39.9190968,-82.8954114,no parcel; street parcels=0 dwelling=0
3663,MENDON PL,,COLUMBUS,43232,39.9273156,-82.8952079,no parcel; street parcels=0 dwelling=0
2461,HUDSON BAY WAY,,COLUMBUS,43232,39.9235173,-82.8947961,no parcel; street parcels=0 dwelling=0
2468,HUDSON BAY WAY,,COLUMBUS,43232,39.9238919,-82.8944167,no parcel; street parcels=0 dwelling=0
2742,OLD COURTRIGHT RD,,COLUMBUS,43232,39.9169415,-82.8933505,matched COMMERCIAL
3900,RIVERCREEK BAY WAY,,COLUMBUS,43232,39.9248246,-82.8929957,no parcel; street parcels=0 dwelling=0
3972,SOLDIER ST,,COLUMBUS,43232,39.9153447,-82.8926595,no parcel; street parcels=82 dwelling=12
5364,YORKSHIRE VILLAGE LN,,COLUMBUS,43232,39.9452144,-82.8521969,no parcel; street parcels=0 dwelling=0
3691,ARNSBY RD,,COLUMBUS,43232,39.90679,-82.8512905,matched OTHER
5568,HIBERNIA DR,C,COLUMBUS,43232,39.9531494,-82.8512583,no parcel; street parcels=1 dwelling=0
3970,LAUREL LN,,COLUMBUS,43232,39.9233726,-82.8904632,no parcel; street parcels=2 dwelling=2
2102,MUIRWOOD DR,,COLUMBUS,43232,39.9282373,-82.8887326,no parcel; street parcels=1 dwelling=0
4088,JENERA PL,,COLUMBUS,43232,39.9269351,-82.8873704,no parcel; street parcels=0 dwelling=0
5608,HIBERNIA DR,B,COLUMBUS,43232,39.9529286,-82.8511942,no parcel; street parcels=1 dwelling=0
5427,LONSDALE PL S,UNIT D,COLUMBUS,43232,39.9415746,-82.8496086,no parcel; street parcels=0 dwelling=0
2510,KIMBERLY PKWY E,101,COLUMBUS,43232,39.9225143,-82.884635,no parcel; street parcels=0 dwelling=0
1762,LONSDALE PL E,UNIT B,COLUMBUS,43232,39.9417664,-82.8480716,no parcel; street parcels=0 dwelling=0
5489,E LIVINGSTON AVE,UNIT B,COLUMBUS,43232,39.9427366,-82.8481127,no parcel; street parcels=920 dwelling=406
2183,BANWICK RD,,COLUMBUS,43232,39.926502,-82.9191342,matched INDUSTRIAL
4318,REFUGEE RD,,COLUMBUS,43232,39.9159393,-82.8813191,no parcel; street parcels=267 dwelling=119
5521,CHATFORD SQ,,COLUMBUS,43232,39.934549,-82.8462733,matched COMMERCIAL
3305,BRANFORD,,COLUMBUS,43232,39.9114606,-82.8457663,no parcel; street parcels=0 dwelling=0
1793,BAIRSFORD CIR W,,COLUMBUS,43232,39.9412481,-82.8461183,no parcel; street parcels=0 dwelling=0
2824,CITIZENS PL,B,COLUMBUS,43232,39.9178382,-82.8766329,no parcel; street parcels=1 dwelling=0
2774,CITIZENS PL,B,COLUMBUS,43232,39.9189493,-82.8759848,no parcel; street parcels=1 dwelling=0
2735,TENNYSON BLVD,C,COLUMBUS,43232,39.9194612,-82.8755369,no parcel; street parcels=0 dwelling=0
4599,REFUGEE RD,3C,COLUMBUS,43232,39.913966,-82.8740356,no parcel; street parcels=267 dwelling=119
5566,CHATFORD DR,,COLUMBUS,43232,39.9349252,-82.8444155,matched EXEMPT
2564,PARK CRESCENT,,COLUMBUS,43232,39.9262955,-82.8426997,no parcel; street parcels=0 dwelling=0
5681,E LIVINGSTON AVE,,COLUMBUS,43232,39.9425045,-82.8428337,no parcel; street parcels=920 dwelling=406
5822,HALLRIDGE CIR,,COLUMBUS,43232,39.9477047,-82.8425526,no parcel; street parcels=0 dwelling=0
2750,TENNYSON BLVD,D,COLUMBUS,43232,39.9193942,-82.8745713,no parcel; street parcels=0 dwelling=0
4545,LAKE SIDE S,C,COLUMBUS,43232,39.9234226,-82.8746192,no parcel; street parcels=0 dwelling=0
2447,SHORE BLVD E,C,COLUMBUS,43232,39.9247737,-82.8741307,no parcel; street parcels=0 dwelling=0
2427,SHORE BLVD E,,COLUMBUS,43232,39.9254779,-82.8742502,no parcel; street parcels=0 dwelling=0
2407,SHORE BLVD E,,COLUMBUS,43232,39.9257661,-82.8742276,no parcel; street parcels=0 dwelling=0
4576,LAKE SIDE N,,COLUMBUS,43232,39.9271311,-82.8743406,no parcel; street parcels=0 dwelling=0
4617,REFUGEE RD,2D,COLUMBUS,43232,39.9140349,-82.8734881,no parcel; street parcels=267 dwelling=119
2881,TENNYSON BLVD,206,COLUMBUS,43232,39.9169496,-82.8737099,no parcel; street parcels=0 dwelling=0
2881,TENNYSON BLVD,103,COLUMBUS,43232,39.9168428,-82.8736806,no parcel; street parcels=0 dwelling=0
1288,MCKAHAN AVE,,COLUMBUS,43232,39.9522349,-82.841275,matched OTHER
5637,CHANTRY DR,,COLUMBUS,43232,39.9232613,-82.8402236,no parcel; street parcels=16 dwelling=0
438,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
308,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
140,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
4657,REFUGEE RD,2K,COLUMBUS,43232,39.9137207,-82.8722495,no parcel; street parcels=267 dwelling=119
4644,CHANNING TER,,COLUMBUS,43232,39.9155114,-82.8722209,no parcel; street parcels=0 dwelling=0
4635,HILTON CORPORATE DR,,COLUMBUS,43232,39.9344886,-82.8716657,no parcel; street parcels=3 dwelling=0
4650,HILTON CORPORATE DR,204,COLUMBUS,43232,39.9356634,-82.8715428,no parcel; street parcels=3 dwelling=0
1321,YORKLAND RD,UNIT,COLUMBUS,43232,39.951537,-82.8410075,no parcel; street parcels=34 dwelling=23
1778,MCNAUGHTEN RD,,COLUMBUS,43232,39.9449518,-82.838598,no parcel; street parcels=137 dwelling=80
1462,MCNAUGHTEN RD,,COLUMBUS,43232,39.9490175,-82.8385288,matched OTHER
3012,ROTUNDA CT S,,COLUMBUS,43232,39.9259452,-82.912657,no parcel; street parcels=0 dwelling=0
2955,WINCHESTER PIKE,,COLUMBUS,43232,39.9130767,-82.9109216,no parcel; street parcels=13 dwelling=4
3167,WEBSTER DR,,COLUMBUS,43232,39.915611,-82.9109627,no parcel; street parcels=0 dwelling=0
3042,ROTUNDA CT S,,COLUMBUS,43232,39.9260394,-82.9117127,no parcel; street parcels=0 dwelling=0
6421,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6461,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6625,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
1481,MAXVIEW PL,,COLUMBUS,43232,39.948385,-82.83673,matched OTHER
2192,WADSWORTH DR,,COLUMBUS,43232,39.9263939,-82.9098845,matched COMMERCIAL
6177,PARKINSON LN,,COLUMBUS,43232,39.9481006,-82.835608,matched OTHER
6143,ZACHARY WOODS LN,,COLUMBUS,43232,39.9488587,-82.8356037,matched OTHER
3225,ELIM MANOR CT,,COLUMBUS,43232,39.9236619,-82.9091907,no parcel; street parcels=1 dwelling=0
3129,ROTUNDA CT S,,COLUMBUS,43232,39.9254873,-82.9094404,matched COMMERCIAL
3200,ELIM MANOR CT,220,COLUMBUS,43232,39.9233133,-82.90815,matched EXEMPT
2209,WABASH CT W,APT 102,COLUMBUS,43232,39.9259564,-82.9082072,matched COMMERCIAL
2772,BRANDY DR,201,COLUMBUS,43232,39.9208277,-82.8645446,no parcel; street parcels=1 dwelling=0
5920,CHATFORD DR,A,COLUMBUS,43232,39.9337236,-82.834454,matched COMMERCIAL
3464,COURTRIGHT LN,,COLUMBUS,43232,39.925867,-82.8998866,no parcel; street parcels=0 dwelling=0
5357,YORKSHIRE TERRACE DR,B,COLUMBUS,43232,39.9442257,-82.8520067,no parcel; street parcels=0 dwelling=0
3537,ARIEL DR,,COLUMBUS,43232,39.9237983,-82.8984994,no parcel; street parcels=0 dwelling=0
3752,BIRCHTREE LN,,COLUMBUS,43232,39.9198862,-82.8969421,no parcel; street parcels=0 dwelling=0
5381,YORKSHIRE TERRACE DR,3B,COLUMBUS,43232,39.9445107,-82.8515285,no parcel; street parcels=0 dwelling=0
5415,YORKSHIRE TERRACE DR,3B,COLUMBUS,43232,39.9446437,-82.8507541,no parcel; street parcels=0 dwelling=0
5427,YORKSHIRE TERRACE DR,3C,COLUMBUS,43232,39.9445536,-82.8504382,no parcel; street parcels=0 dwelling=0
3691,KIDRON CT,,COLUMBUS,43232,39.9281227,-82.8951146,no parcel; street parcels=0 dwelling=0
3840,MAUMEE BAY WAY,,COLUMBUS,43232,39.923712,-82.8932105,no parcel; street parcels=0 dwelling=0
5427,LONSDALE PL S,UNIT B,COLUMBUS,43232,39.9415521,-82.8494822,no parcel; street parcels=0 dwelling=0
5439,LONSDALE PL S,UNIT C,COLUMBUS,43232,39.9415428,-82.8492294,no parcel; street parcels=0 dwelling=0
5770,HIBERNIA DR,,COLUMBUS,43232,39.9537929,-82.849278,no parcel; street parcels=1 dwelling=0
3946,LAUREL LN,,COLUMBUS,43232,39.9226697,-82.8904806,no parcel; street parcels=2 dwelling=2
3962,LAUREL LN,,COLUMBUS,43232,39.9231392,-82.8904654,no parcel; street parcels=2 dwelling=2
5502,DUNFIELD LN,6,COLUMBUS,43232,39.9453237,-82.8483758,no parcel; street parcels=1 dwelling=0
2213,MUIRWOOD DR,,COLUMBUS,43232,39.9270299,-82.8885975,no parcel; street parcels=1 dwelling=0
2154,MUIRWOOD DR,,COLUMBUS,43232,39.9282781,-82.8880161,no parcel; street parcels=1 dwelling=0
2208,MUIRWOOD DR,,COLUMBUS,43232,39.9270462,-82.887806,no parcel; street parcels=1 dwelling=0
5516,DUNFIELD LN,6,COLUMBUS,43232,39.9453169,-82.8481618,no parcel; street parcels=1 dwelling=0
5536,DUNFIELD LN,1,COLUMBUS,43232,39.9452265,-82.8475398,no parcel; street parcels=1 dwelling=0
5540,CANTARA PL,,COLUMBUS,43232,39.945727,-82.8475338,no parcel; street parcels=0 dwelling=0
5703,HIBERNIA DR,A,COLUMBUS,43232,39.9530898,-82.8479338,no parcel; street parcels=1 dwelling=0
5715,HIBERNIA DR,C,COLUMBUS,43232,39.9529104,-82.8479093,no parcel; street parcels=1 dwelling=0
2290,SEVILLE AVE,,COLUMBUS,43232,39.9269083,-82.8863433,no parcel; street parcels=1 dwelling=0
2230,SEVILLE AVE,,COLUMBUS,43232,39.9277042,-82.8864119,no parcel; street parcels=1 dwelling=0
2200,SEVILLE AVE,,COLUMBUS,43232,39.9281352,-82.8864001,no parcel; street parcels=1 dwelling=0
2510,KIMBERLY PKWY E,UNIT 210,COLUMBUS,43232,39.9228172,-82.8844965,no parcel; street parcels=0 dwelling=0
4202,EASTLAND SQUARE DR,,COLUMBUS,43232,39.9133059,-82.8837972,no parcel; street parcels=1 dwelling=0
4267,EASTLAND FOOD CT,,COLUMBUS,43232,39.9181707,-82.8835258,no parcel; street parcels=0 dwelling=0
4300,MACSWAY AVE,,COLUMBUS,43232,39.9238415,-82.8814415,matched COMMERCIAL
5610,TINLEY PARK,,COLUMBUS,43232,39.9117951,-82.8459899,no parcel; street parcels=0 dwelling=0
2745,TENNYSON BLVD,B,COLUMBUS,43232,39.9191331,-82.875563,no parcel; street parcels=0 dwelling=0
2442,SHORE BLVD W,,COLUMBUS,43232,39.92497,-82.8758743,no parcel; street parcels=0 dwelling=0
2460,SHORE BLVD W,B,COLUMBUS,43232,39.9247461,-82.875395,no parcel; street parcels=0 dwelling=0
2824,WYMAN CT,,COLUMBUS,43232,39.9177079,-82.874924,no parcel; street parcels=0 dwelling=0
4619,REFUGEE RD,1D,COLUMBUS,43232,39.9146897,-82.8729113,no parcel; street parcels=267 dwelling=119
4580,LAKE SIDE N,D,COLUMBUS,43232,39.9269839,-82.873858,no parcel; street parcels=0 dwelling=0
4628,CHANNING TER,A,COLUMBUS,43232,39.9155932,-82.8726368,no parcel; street parcels=0 dwelling=0
4641,COLERIDGE CT,,COLUMBUS,43232,39.9163506,-82.8724641,no parcel; street parcels=0 dwelling=0
4673,REFUGEE RD,3H,COLUMBUS,43232,39.9135195,-82.8716683,matched COMMERCIAL
2560 1/2,PARK CRESCENT,,COLUMBUS,43232,39.9263382,-82.8426986,no parcel; street parcels=0 dwelling=0
5840,HALLRIDGE CIR,D,COLUMBUS,43232,39.9475379,-82.8420149,no parcel; street parcels=0 dwelling=0
1251,STEVENLANE BLVD,,COLUMBUS,43232,39.9526417,-82.8423988,no parcel; street parcels=24 dwelling=0
1366,YORKLAND RD,UNIT D,COLUMBUS,43232,39.9506755,-82.8418897,matched COMMERCIAL
612,CHANTRY DR,,COLUMBUS,43232,39.9239132,-82.840289,no parcel; street parcels=16 dwelling=0
5853,YORKLAND CT,UNIT,COLUMBUS,43232,39.9524037,-82.8408526,no parcel; street parcels=1 dwelling=0
5863,YORKLAND CT,UNIT,COLUMBUS,43232,39.9521904,-82.8408756,no parcel; street parcels=1 dwelling=0
1770,CHANNINGWAY CT W,,COLUMBUS,43232,39.9422306,-82.8398045,no parcel; street parcels=0 dwelling=0
5676,GREENPINE ST,,COLUMBUS,43232,39.9258697,-82.838694,no parcel; street parcels=0 dwelling=0
1281,MCNAUGHTEN RD,UNIT H,COLUMBUS,43232,39.9524564,-82.8389265,no parcel; street parcels=137 dwelling=80
5755,CHANTRY DR,,COLUMBUS,43232,39.9223396,-82.8376643,no parcel; street parcels=16 dwelling=0
5718,GREENPINE ST,,COLUMBUS,43232,39.9257808,-82.8380839,no parcel; street parcels=0 dwelling=0
6291,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
2744,BRANDY DR,201,COLUMBUS,43232,39.921101,-82.8637941,no parcel; street parcels=1 dwelling=0
6507,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6417,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6131,MCNAUGHTEN CT,,COLUMBUS,43232,39.9537879,-82.8374107,no parcel; street parcels=1 dwelling=0
6114,MCNAUGHTEN CENTER,,COLUMBUS,43232,39.954121,-82.8375405,no parcel; street parcels=0 dwelling=0
1519,MAXVIEW PL,,COLUMBUS,43232,39.9474824,-82.836832,matched OTHER
1517,MAXVIEW PL,,COLUMBUS,43232,39.9474982,-82.8368316,matched OTHER
2783,BERWICK SQ,,COLUMBUS,43232,39.9145468,-82.9104789,no parcel; street parcels=1 dwelling=0
3207,WEBSTER DR,,COLUMBUS,43232,39.9155437,-82.9102531,no parcel; street parcels=0 dwelling=0
3268,ELIM MANOR CT,,COLUMBUS,43232,39.923293,-82.9100904,no parcel; street parcels=1 dwelling=0
1862,COVENTRY LN,A,COLUMBUS,43232,39.9385908,-82.8599287,no parcel; street parcels=0 dwelling=0
6193,PARKINSON LN,,COLUMBUS,43232,39.9481449,-82.8351118,matched OTHER
2898,TUPPENCE DR,,COLUMBUS,43232,39.9130689,-82.9092425,no parcel; street parcels=0 dwelling=0
3189,EASTHAVEN DR S,,COLUMBUS,43232,39.9246729,-82.9076564,no parcel; street parcels=0 dwelling=0
6009,LAKE CLUB SQ,,COLUMBUS,43232,39.9377851,-82.8334706,no parcel; street parcels=1 dwelling=0
5200,CEDAR DR,,COLUMBUS,43232,39.93592,-82.8545785,no parcel; street parcels=24 dwelling=15
