number,street,unit,nearest_parcel_land_use,distance_m,reason
3316,SUFFIELD,,510,63.7,nearest parcel 64m away (> 60m)
2635,SILVER OAK DR,,403,123.8,nearest parcel 124m away (> 60m)
2891,MERRYMOUNT CT,B,403,93.8,nearest parcel 94m away (> 60m)
4789,ROLLINGBROOK LN,B,403,13.2,nearest non-residential (403)
4224,EASTLAND SQUARE DR,,422,94.0,nearest parcel 94m away (> 60m)
2418,HUDSON BAY WAY,,510,98.5,nearest parcel 98m away (> 60m)
5908,CHATFORD DR,D,449,105.7,nearest parcel 106m away (> 60m)
4093,JENERA PL,,403,61.7,nearest parcel 62m away (> 60m)
5878,YORKLAND CT,UNIT H,403,46.8,nearest non-residential (403)
3289,WINTER LANE PARK,,510,89.8,nearest parcel 90m away (> 60m)
1880,NOE-BIXBY RD,,403,90.9,nearest parcel 91m away (> 60m)
2780,CITIZENS PL,D,403,97.2,nearest parcel 97m away (> 60m)
2788,MARWOOD CT,,403,71.0,nearest parcel 71m away (> 60m)
2766,BERWICK SQ,,403,18.6,nearest non-residential (403)
4605,REFUGEE RD,3B,403,62.9,nearest parcel 63m away (> 60m)
4566,LAKE SIDE N,,351,160.9,nearest parcel 161m away (> 60m)
4299,DONLYN CT,,447,35.0,nearest non-residential (447)
2140,SUNSHINE PL,,400,122.8,nearest parcel 123m away (> 60m)
2246,S HAMILTON RD,105,425,58.5,nearest non-residential (425)
1910,OLDE COVENTRY RD E,,403,63.7,nearest parcel 64m away (> 60m)
5840,CHATFORD DR,I,899,67.8,nearest parcel 68m away (> 60m)
4525,LAKE SIDE N,H,403,144.1,nearest parcel 144m away (> 60m)
4630,HILTON CORPORATE DR,112,411,89.3,nearest parcel 89m away (> 60m)
4536,LAKE SIDE S,B,403,140.0,nearest parcel 140m away (> 60m)
3406,REFUGEE RD,,400,79.1,nearest parcel 79m away (> 60m)
6289,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2195,SUNSHINE PL,,403,38.9,nearest non-residential (403)
5772,SPRUCE TREE DR,,403,150.1,nearest parcel 150m away (> 60m)
5079,CEDAR DR,D,,14.4,nearest non-residential ()
5030,COVENTRY DR,C,403,44.3,nearest non-residential (403)
5665,HIBERNIA DR,A,510,63.4,nearest parcel 63m away (> 60m)
4630,HILTON CORPORATE DR,203,411,124.7,nearest parcel 125m away (> 60m)
6145,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6002,LAKE CLUB CT,D,449,149.8,nearest parcel 150m away (> 60m)
4253,KIMBERLY PKWY,,425,25.6,nearest non-residential (425)
4601,REFUGEE RD,2I,403,50.6,nearest non-residential (403)
5165,CEDAR DR,A,,30.3,nearest non-residential ()
5656,HIBERNIA DR,C,403,48.2,nearest non-residential (403)
5095,CEDAR DR,L,,26.4,nearest non-residential ()
5125,CEDAR DR,,,30.2,nearest non-residential ()
3223,WEBSTER DR,,403,57.8,nearest non-residential (403)
5998,LAKE CLUB SQ,,430,110.2,nearest parcel 110m away (> 60m)
5095,CEDAR DR,B,,19.9,nearest non-residential ()
4617,REFUGEE RD,1B,403,21.4,nearest non-residential (403)
2847,ROCKFORD LN,,403,96.7,nearest parcel 97m away (> 60m)
4609,HILTON CORPORATE DR,,670,81.0,nearest parcel 81m away (> 60m)
5079,CEDAR DR,J,,25.5,nearest non-residential ()
2052,PINE NEEDLE CT,,401,40.5,nearest non-residential (401)
2245,GARNET PL,,403,11.7,nearest non-residential (403)
4599,WORDSWORTH CT,,403,112.2,nearest parcel 112m away (> 60m)
4651,COLERIDGE CT,D,403,74.7,nearest parcel 75m away (> 60m)
6455,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
1961,BRICE RD,,449,38.3,nearest non-residential (449)
4111,ALVADA ST,,403,45.1,nearest non-residential (403)
4644,HEBRIDES DR,B,403,119.6,nearest parcel 120m away (> 60m)
2581,SILVER OAK DR,,455,113.3,nearest parcel 113m away (> 60m)
4527,LAKE SIDE S,,122,127.8,nearest parcel 128m away (> 60m)
6589,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
1959,FOUNTAINVIEW CT,,403,33.7,nearest non-residential (403)
3200,WINTER LANE PARK,,400,80.7,nearest parcel 81m away (> 60m)
5095,CEDAR DR,H,,26.7,nearest non-residential ()
2163,S JAMES RD,,351,31.6,nearest non-residential (351)
2549,SILVER OAK DR,,455,113.6,nearest parcel 114m away (> 60m)
4592,MONMOUTH CT,,403,42.5,nearest non-residential (403)
1969,BAIRSFORD DR,,520,63.5,nearest parcel 63m away (> 60m)
6799,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5490,CHATFORD SQ,,403,7.0,nearest non-residential (403)
4650,HILTON CORPORATE DR,213,484,90.0,nearest parcel 90m away (> 60m)
4630,HILTON CORPORATE DR,212,411,87.3,nearest parcel 87m away (> 60m)
2825,CITIZENS PL,C,403,79.2,nearest parcel 79m away (> 60m)
5991,ABERNATHY LN,,,7.8,nearest non-residential ()
2851,CITIZENS PL,E,435,96.0,nearest parcel 96m away (> 60m)
1964,FOUNTAINVIEW CT,,403,108.3,nearest parcel 108m away (> 60m)
4110,JENERA PL,,403,63.3,nearest parcel 63m away (> 60m)
5964,SCARBOROUGH BLVD,,429,37.3,nearest non-residential (429)
5616,HIBERNIA DR,A,403,65.0,nearest parcel 65m away (> 60m)
4678,FENIMORE CT,B,403,105.7,nearest parcel 106m away (> 60m)
4980,OLDE COVENTRY RD W,,403,72.9,nearest parcel 73m away (> 60m)
3238,WINTER LANE PARK,,400,66.8,nearest parcel 67m away (> 60m)
2801,GROSSE POINT,,403,93.9,nearest parcel 94m away (> 60m)
2779,CITIZENS PL,F,403,110.6,nearest parcel 111m away (> 60m)
2731,TENNYSON BLVD,D,481,156.3,nearest parcel 156m away (> 60m)
4525,LAKE SIDE S,A,122,129.6,nearest parcel 130m away (> 60m)
6795,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3153,WEBSTER DR,,458,85.5,nearest parcel 85m away (> 60m)
1785,BAIRSFORD CIR W,,403,51.6,nearest non-residential (403)
2505,EASTERN PINE RD,,403,81.6,nearest parcel 82m away (> 60m)
2601,KIMBERLY PKWY W,,403,26.2,nearest non-residential (403)
2954,NATHANIEL BLVD,,403,122.2,nearest parcel 122m away (> 60m)
6275,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
1727,LONSDALE RD,B,401,21.0,nearest non-residential (401)
1781,CHANNINGWAY CT E,,499,27.8,nearest non-residential (499)
4665,REFUGEE RD,1F,403,76.8,nearest parcel 77m away (> 60m)
2817,CITIZENS PL,G,403,89.8,nearest parcel 90m away (> 60m)
3191,WEBSTER DR,,403,65.6,nearest parcel 66m away (> 60m)
5765,SPRUCE TREE DR,,400,135.2,nearest parcel 135m away (> 60m)
3233,WEBSTER DR,,403,46.9,nearest non-residential (403)
5699,MAPLE TREE LN,,403,86.3,nearest parcel 86m away (> 60m)
4642,HEBRIDES DR,B,403,127.7,nearest parcel 128m away (> 60m)
2528,BENIE CT,,403,26.3,nearest non-residential (403)
6323,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
5870,CHATFORD DR,E,403,5.3,nearest non-residential (403)
5737,SPRUCE TREE DR,,400,112.3,nearest parcel 112m away (> 60m)
2190,MUIRWOOD DR,,403,69.6,nearest parcel 70m away (> 60m)
4585,ISINGTON CT,C,685,138.4,nearest parcel 138m away (> 60m)
5435,LONSDALE PL N,,439,56.3,nearest non-residential (439)
2329,HAMILTON RD,,425,14.2,nearest non-residential (425)
454,CHANTRY DR,,447,15.6,nearest non-residential (447)
4560,LAKE SIDE N,A,351,179.6,nearest parcel 180m away (> 60m)
1803,CHANNINGWAY CT E,,403,43.2,nearest non-residential (403)
5539,CANTARA PL,1,403,18.7,nearest non-residential (403)
2824,BANWICK RD,,351,62.7,nearest parcel 63m away (> 60m)
2240,SEVILLE AVE,,403,59.0,nearest non-residential (403)
3931,MAUMEE BAY WAY,,510,97.2,nearest parcel 97m away (> 60m)
3797,REFUGEE RD,,500,28.8,nearest=vacant land
4501,LAKE SIDE S,C,400,115.0,nearest parcel 115m away (> 60m)
628,CHANTRY DR,,447,15.6,nearest non-residential (447)
2049,PINE NEEDLE CT,,401,8.9,nearest non-residential (401)
3211,WEBSTER DR,,480,63.7,nearest parcel 64m away (> 60m)
5401,LONSDALE PL S,UNIT A,401,45.6,nearest non-residential (401)
4615,WORDSWORTH CT,A,403,61.8,nearest parcel 62m away (> 60m)
3739,KIMBERLY WEST DR,UNIT 4,403,73.5,nearest parcel 74m away (> 60m)
4690,FENIMORE CT,A,403,146.8,nearest parcel 147m away (> 60m)
4655,REFUGEE RD,3D,403,66.7,nearest parcel 67m away (> 60m)
2646,SILVER OAK DR,,403,90.4,nearest parcel 90m away (> 60m)
5707,HIBERNIA DR,B,403,40.7,nearest non-residential (403)
5079,CEDAR DR,E,,11.3,nearest non-residential ()
1916,FOUNTAINVIEW CT,,403,80.7,nearest parcel 81m away (> 60m)
2078,SUNSHINE PL,,403,58.5,nearest non-residential (403)
2392,HUDSON BAY WAY,,510,76.2,nearest parcel 76m away (> 60m)
4651,COLERIDGE CT,B,403,78.6,nearest parcel 79m away (> 60m)
2522,BENIE CT,,403,16.0,nearest non-residential (403)
1952,FOUNTAINVIEW CT,,403,121.0,nearest parcel 121m away (> 60m)
496,CHANTRY DR,,447,15.6,nearest non-residential (447)
1879,BAIRSFORD DR,,520,82.0,nearest parcel 82m away (> 60m)
2178,SUNSHINE PL,,403,62.2,nearest parcel 62m away (> 60m)
3732,SOFT WIND DR,,520,116.0,nearest parcel 116m away (> 60m)
3935,MAUMEE BAY WAY,,510,93.3,nearest parcel 93m away (> 60m)
6143,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2132,SUNSHINE PL,,400,114.6,nearest parcel 115m away (> 60m)
3328,TRADAN DR,,403,42.0,nearest non-residential (403)
5644,HIBERNIA DR,A,403,25.4,nearest non-residential (403)
1813,BAIRSFORD DR,2E,403,16.9,nearest non-residential (403)
6043,LAKE CLUB PL,,441,127.6,nearest parcel 128m away (> 60m)
2826,CITIZENS PL,C,403,33.3,nearest non-residential (403)
1289,YORKLAND RD,UNIT D,403,23.1,nearest non-residential (403)
2264,MUIRWOOD DR,,403,60.1,nearest parcel 60m away (> 60m)
4505,LAKE SIDE N,G,400,134.5,nearest parcel 134m away (> 60m)
5763,SPRUCE TREE DR,,400,140.1,nearest parcel 140m away (> 60m)
1851,COVENTRY LN,,403,62.4,nearest parcel 62m away (> 60m)
5536,DUNFIELD LN,,403,28.7,nearest non-residential (403)
5620,HIBERNIA DR,C,403,55.6,nearest non-residential (403)
2720,BRANDY DR,101,458,53.1,nearest non-residential (458)
2568,SILVER OAK DR,,403,71.4,nearest parcel 71m away (> 60m)
5726,HIBERNIA DR,A,403,79.8,nearest parcel 80m away (> 60m)
4237,EASTLAND SQUARE DR,,422,57.1,nearest non-residential (422)
2277,SEVILLE AVE,,403,46.9,nearest non-residential (403)
2881,TENNYSON BLVD,212,403,134.1,nearest parcel 134m away (> 60m)
5615,E MAIN ST,,403,101.4,nearest parcel 101m away (> 60m)
4561,MANDEVILLE CT,A,455,105.9,nearest parcel 106m away (> 60m)
1862,COVENTRY LN,,403,21.3,nearest non-residential (403)
1967,FOUNTAINVIEW CT,,403,29.7,nearest non-residential (403)
4593,MONMOUTH CT,,403,86.4,nearest parcel 86m away (> 60m)
1941,FOUNTAINVIEW CT,,403,25.3,nearest non-residential (403)
5462,LONSDALE PL N,UNIT A,403,52.1,nearest non-residential (403)
5508,CHATFORD SQ,,403,53.5,nearest non-residential (403)
6489,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
4558,ISINGTON CT,,403,71.8,nearest parcel 72m away (> 60m)
2152,MUIRWOOD DR,,481,125.8,nearest parcel 126m away (> 60m)
2565,SILVER OAK DR,,455,102.8,nearest parcel 103m away (> 60m)
4619,REFUGEE RD,3A,403,62.3,nearest parcel 62m away (> 60m)
1607,LONSDALE RD,,403,70.0,nearest parcel 70m away (> 60m)
3228,ELIM MANOR CT,,591,52.5,nearest non-residential (591)
6581,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
6481,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2425,KIMBERLY PKWY E,2,412,38.7,nearest non-residential (412)
3769,KIMBERLY WEST DR,,403,68.0,nearest parcel 68m away (> 60m)
5484,DUNFIELD LN,2,403,48.6,nearest non-residential (403)
2627,BIRCHTREE CT,,403,56.7,nearest non-residential (403)
5766,HIBERNIA DR,B,403,58.4,nearest non-residential (403)
6139,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3653,PETZINGER RD,,403,82.1,nearest parcel 82m away (> 60m)
2225,COURTSIDE DR,B,400,34.1,nearest non-residential (400)
2866,MERRYMOUNT CT,D,403,164.0,nearest parcel 164m away (> 60m)
1813,BAIRSFORD DR,2F,403,13.9,nearest non-residential (403)
4617,REFUGEE RD,3D,403,7.1,nearest non-residential (403)
4232,EASTLAND SQUARE DR,,422,105.2,nearest parcel 105m away (> 60m)
2431,CHELSEA CT,,403,53.3,nearest non-residential (403)
3294,WINTER LANE PARK,,481,125.5,nearest parcel 125m away (> 60m)
2590,CHAPPEL CHASE,,403,80.3,nearest parcel 80m away (> 60m)
5611,HIBERNIA DR,B,510,80.1,nearest parcel 80m away (> 60m)
2232,MUIRWOOD DR,,403,18.6,nearest non-residential (403)
278,CHANTRY DR,,447,15.6,nearest non-residential (447)
3242,ELIM MANOR CT,,591,67.4,nearest parcel 67m away (> 60m)
4620,CHANNING TER,D,403,102.3,nearest parcel 102m away (> 60m)
2493,COURTRIGHT RD,,401,29.9,nearest non-residential (401)
2207,COURTSIDE DR,G,400,9.4,nearest non-residential (400)
2790,NEWCASTLE CT,,403,33.0,nearest non-residential (403)
5890,CHATFORD DR,,403,19.6,nearest non-residential (403)
4953,MYERS RD,,401,3.3,nearest non-residential (401)
2055,LAKE CLUB TER,,403,24.1,nearest non-residential (403)
2437,SHORE BLVD E,,403,45.0,nearest non-residential (403)
4596,MONMOUTH CT,,403,38.0,nearest non-residential (403)
2090,SUNSHINE PL,,403,50.4,nearest non-residential (403)
2744,BRANDY DR,101,403,30.7,nearest non-residential (403)
4667,REFUGEE RD,1A,403,40.2,nearest non-residential (403)
5592,AUTUMN CHASE DR,B,411,37.2,nearest non-residential (411)
290,CHANTRY DR,,447,15.6,nearest non-residential (447)
3835,RIVERCREEK BAY WAY,,510,66.5,nearest parcel 66m away (> 60m)
5938,SHANA DR,,499,62.8,nearest parcel 63m away (> 60m)
2786,CITIZENS PL,A,403,61.3,nearest parcel 61m away (> 60m)
664,CHANTRY DR,,447,15.6,nearest non-residential (447)
3730,BONNETT CT,,550,92.8,nearest parcel 93m away (> 60m)
4661,REFUGEE RD,1C,403,74.9,nearest parcel 75m away (> 60m)
632,CHANTRY DR,,447,15.6,nearest non-residential (447)
5481,E LIVINGSTON AVE,UNIT D,426,84.6,nearest parcel 85m away (> 60m)
5984,LAKE CLUB SQ,,403,105.2,nearest parcel 105m away (> 60m)
2007,BAIRSFORD DR,,520,86.2,nearest parcel 86m away (> 60m)
1946,FOUNTAINVIEW CT,D,403,107.2,nearest parcel 107m away (> 60m)
6599,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2184,ROTUNDA DR,,500,16.3,nearest=vacant land
4669,REFUGEE RD,3H,403,8.5,nearest non-residential (403)
6591,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
3293,WINTER LANE PARK,,510,90.3,nearest parcel 90m away (> 60m)
2086,S HAMILTON RD,,411,85.6,nearest parcel 86m away (> 60m)
2896,NATHANIEL BLVD,,403,67.4,nearest parcel 67m away (> 60m)
2188,SUNSHINE PL,,403,69.7,nearest parcel 70m away (> 60m)
2607,SILVER OAK DR,,403,125.6,nearest parcel 126m away (> 60m)
5916,CHATFORD DR,G,449,141.1,nearest parcel 141m away (> 60m)
2136,CLOVERLEAF ST E,CATV,340,115.1,nearest parcel 115m away (> 60m)
4586,LAKE SIDE N,,351,159.4,nearest parcel 159m away (> 60m)
2168,RIVERDALE SQ E,,403,14.6,nearest non-residential (403)
5752,GREENPINE ST,,400,140.7,nearest parcel 141m away (> 60m)
2803,TENNYSON BLVD,,403,28.9,nearest non-residential (403)
2748,EASTLAND MALL,,427,74.3,nearest parcel 74m away (> 60m)
2881,TENNYSON BLVD,208,403,128.2,nearest parcel 128m away (> 60m)
2023,BAIRSFORD DR,2G,520,66.5,nearest parcel 67m away (> 60m)
2207,MUIRWOOD DR,,400,87.7,nearest parcel 88m away (> 60m)
4603,REFUGEE RD,1B,403,73.7,nearest parcel 74m away (> 60m)
5718,SARANAC DR,,520,60.9,nearest parcel 61m away (> 60m)
3887,MAUMEE BAY WAY,,680,95.9,nearest parcel 96m away (> 60m)
5030,COVENTRY DR,A,403,34.4,nearest non-residential (403)
2434,CHELSEA CT,,403,37.4,nearest non-residential (403)
6793,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
2501,SHORE BLVD E,K,122,142.7,nearest parcel 143m away (> 60m)
2184,MUIRWOOD DR,,403,83.9,nearest parcel 84m away (> 60m)
5167,CEDAR DR,L,,15.4,nearest non-residential ()
3912,MAUMEE BAY WAY,,510,86.5,nearest parcel 86m away (> 60m)
5858,CHATFORD DR,G,403,29.6,nearest non-residential (403)
3900,REFUGEE RD,,438,25.9,nearest non-residential (438)
1877,BAIRSFORD DR,,520,80.3,nearest parcel 80m away (> 60m)
2515,COURTRIGHT RD,,401,64.7,nearest parcel 65m away (> 60m)
5633,HIBERNIA DR,,510,93.5,nearest parcel 93m away (> 60m)
4665,REFUGEE RD,1J,403,54.5,nearest non-residential (403)
2167,S JAMES RD,,371,39.9,nearest non-residential (371)
160,CHANTRY DR,,447,15.6,nearest non-residential (447)
2041,LAKE CLUB TER,,403,46.0,nearest non-residential (403)
5123,CEDAR DR,G,,8.3,nearest non-residential ()
4555,LAKE SIDE N,B,403,145.3,nearest parcel 145m away (> 60m)
3763,KIMBERLY WEST DR,,403,65.7,nearest parcel 66m away (> 60m)
3267,CALVEYLEE LN,,,14.7,nearest non-residential ()
2285,MUIRWOOD DR,,400,41.5,nearest non-residential (400)
4590,MONMOUTH CT,,403,46.0,nearest non-residential (403)
240,CHANTRY DR,,447,15.6,nearest non-residential (447)
5462,LONSDALE PL N,UNIT B,403,50.1,nearest non-residential (403)
1986,FOUNTAINVIEW CT,A,403,68.4,nearest parcel 68m away (> 60m)
4612,CHANNING TER,A,403,128.3,nearest parcel 128m away (> 60m)
4561,MANDEVILLE CT,B,455,108.3,nearest parcel 108m away (> 60m)
5097,CEDAR DR,D,,21.9,nearest non-residential ()
4650,HILTON CORPORATE DR,210,484,75.3,nearest parcel 75m away (> 60m)
58,CHANTRY DR,,447,15.6,nearest non-residential (447)
4603,REFUGEE RD,2A,403,63.2,nearest parcel 63m away (> 60m)
1762,LONSDALE PL E,UNIT C,403,73.1,nearest parcel 73m away (> 60m)
2141,RIVERDALE SQ E,,625,11.1,nearest non-residential (625)
5758,HIBERNIA DR,,403,41.0,nearest non-residential (403)
5099,CEDAR DR,B,,22.1,nearest non-residential ()
2851,CITIZENS PL,A,435,93.8,nearest parcel 94m away (> 60m)
2606,BIRCHTREE WAY,,403,92.5,nearest parcel 93m away (> 60m)
2736,EASTLAND MALL,,427,53.0,nearest non-residential (427)
2218,SEVILLE AVE,,403,86.8,nearest parcel 87m away (> 60m)
2129,COURTRIGHT RD,,403,19.6,nearest non-residential (403)
1858,COVENTRY LN,C,403,35.4,nearest non-residential (403)
5685,BAIRSFORD CIR N,13,403,29.7,nearest non-residential (403)
6379,MCNAUGHTEN CT,,425,46.0,nearest non-residential (425)
316,CHANTRY DR,,447,15.6,nearest non-residential (447)
2357,RANDY CT,,403,54.9,nearest non-residential (403)
3679,MENDON PL,,403,82.5,nearest parcel 83m away (> 60m)
4530,LAKE SIDE N,I,400,131.1,nearest parcel 131m away (> 60m)
2295,COURTRIGHT RD,,403,30.3,nearest non-residential (403)
5757,SPRUCE TREE DR,,400,144.8,nearest parcel 145m away (> 60m)
4655,REFUGEE RD,1C,403,74.2,nearest parcel 74m away (> 60m)
5769,KARENWAY DR,,,31.0,nearest non-residential ()
3664,RIVERDALE SQ,,403,46.4,nearest non-residential (403)
3267,WINTER LANE PARK,,510,96.0,nearest parcel 96m away (> 60m)
2870,WOOLWICH CT,211,685,118.1,nearest parcel 118m away (> 60m)
3262,CALVEYLEE LN,,,15.3,nearest non-residential ()
5095,CEDAR DR,J,,24.4,nearest non-residential ()
3927,MAUMEE BAY WAY,,510,101.5,nearest parcel 101m away (> 60m)
2894,MERRYMOUNT CT,A,403,128.0,nearest parcel 128m away (> 60m)
2527,FRANKSWAY ST,,422,89.1,nearest parcel 89m away (> 60m)
2810,NEWCASTLE CT,203,403,35.2,nearest non-residential (403)
4659,REFUGEE RD,2B,403,75.4,nearest parcel 75m away (> 60m)
5440,LONSDALE PL S,,403,43.7,nearest non-residential (403)
2744,BRANDY DR,103,403,31.1,nearest non-residential (403)
5452,CHATFORD SQ,,403,51.8,nearest non-residential (403)
5652,HIBERNIA DR,B,403,40.9,nearest non-residential (403)
492,CHANTRY DR,,447,15.6,nearest non-residential (447)
3211,ELIM MANOR CT,,591,12.7,nearest non-residential (591)
5013,COVENTRY DR,,403,36.5,nearest non-residential (403)
4525,LAKE SIDE N,A,403,151.2,nearest parcel 151m away (> 60m)
5742,HIBERNIA DR,,403,71.8,nearest parcel 72m away (> 60m)
5460,LONSDALE PL S,UNIT B,403,17.3,nearest non-residential (403)
5444,CHATFORD SQ,,403,41.8,nearest non-residential (403)
5715,SPRUCE TREE DR,,403,78.5,nearest parcel 79m away (> 60m)
5167,CEDAR DR,,,11.4,nearest non-residential ()
1854,COVENTRY LN,,403,46.2,nearest non-residential (403)
6065,LAKE CLUB PL,,441,120.7,nearest parcel 121m away (> 60m)
2177,SOFT WIND CT,,403,75.2,nearest parcel 75m away (> 60m)
5577,AUTUMN CHASE DR,A,411,42.8,nearest non-residential (411)
2579,SILVER OAK DR,,455,111.4,nearest parcel 111m away (> 60m)
5701,SPRUCE TREE DR,,403,67.2,nearest parcel 67m away (> 60m)
4091,JENERA PL,,403,55.2,nearest non-residential (403)
2103,PINE GROVE LN,,401,39.1,nearest non-residential (401)
5521,HUTCHINSTONE RD,,354,92.2,nearest parcel 92m away (> 60m)
3750,WESTPOINT DR,UNIT 3,403,52.9,nearest non-residential (403)
5731,CHANTRY DR,,426,74.1,nearest parcel 74m away (> 60m)
2822,BANWICK RD,,351,76.2,nearest parcel 76m away (> 60m)
3850,BUCKMAN ST,,500,5.5,nearest=vacant land
5083,CEDAR DR,E,,35.0,nearest non-residential ()
5730,SARANAC DR,,520,74.9,nearest parcel 75m away (> 60m)
2514,EASTERN PINE RD,,403,137.1,nearest parcel 137m away (> 60m)
3687,KIDRON CT,,403,94.3,nearest parcel 94m away (> 60m)
2450,SHORE BLVD W,L,480,97.2,nearest parcel 97m away (> 60m)
2280,SEVILLE AVE,,403,11.9,nearest non-residential (403)
2824,CITIZENS PL,G,403,13.6,nearest non-residential (403)
5575,AUTUMN CHASE DR,,411,50.0,nearest non-residential (411)
2382,CANAL BAY WAY,,403,12.8,nearest non-residential (403)
3718,NOAM CT,,520,86.9,nearest parcel 87m away (> 60m)
516,CHANTRY DR,,447,15.6,nearest non-residential (447)
2729,EASTLAND MALL,,427,25.9,nearest non-residential (427)
3272,TRADAN DR,,403,86.2,nearest parcel 86m away (> 60m)
2217,SEVILLE AVE,,403,114.8,nearest parcel 115m away (> 60m)
