address,number,street,unit,city,state,zip,note
"5165 CEDAR DR J, Columbus, OH, 43232",5165,CEDAR DR,J,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4635 WORDSWORTH CT B, Columbus, OH, 43232",4635,WORDSWORTH CT,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5501 E LIVINGSTON AVE UNIT A, Columbus, OH, 43232",5501,E LIVINGSTON AVE,UNIT A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5040 COVENTRY DR D, Columbus, OH, 43232",5040,COVENTRY DR,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"1874 COVENTRY CT B, Columbus, OH, 43232",1874,COVENTRY CT,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5693 HIBERNIA DR C, Columbus, OH, 43232",5693,HIBERNIA DR,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2881 TENNYSON BLVD 210, Columbus, OH, 43232",2881,TENNYSON BLVD,210,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2824 CITIZENS PL H, Columbus, OH, 43232",2824,CITIZENS PL,H,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5200 CEDAR DR K, Columbus, OH, 43232",5200,CEDAR DR,K,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4661 COLERIDGE CT D, Columbus, OH, 43232",4661,COLERIDGE CT,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4609 REFUGEE RD 1H, Columbus, OH, 43232",4609,REFUGEE RD,1H,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4605 REFUGEE RD 1B, Columbus, OH, 43232",4605,REFUGEE RD,1B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4613 REFUGEE RD 2A, Columbus, OH, 43232",4613,REFUGEE RD,2A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2780 CITIZENS PL F, Columbus, OH, 43232",2780,CITIZENS PL,F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4585 LAKE SIDE S I, Columbus, OH, 43232",4585,LAKE SIDE S,I,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2799 MARWOOD CT D, Columbus, OH, 43232",2799,MARWOOD CT,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2802 CITIZENS PL D, Columbus, OH, 43232",2802,CITIZENS PL,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2371 SHORE BLVD E B, Columbus, OH, 43232",2371,SHORE BLVD E,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2744 CITIZENS PL B, Columbus, OH, 43232",2744,CITIZENS PL,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4597 REFUGEE RD 2E, Columbus, OH, 43232",4597,REFUGEE RD,2E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2233 COURTSIDE DR I, Columbus, OH, 43232",2233,COURTSIDE DR,I,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"6001 LAKE CLUB CT F, Columbus, OH, 43232",6001,LAKE CLUB CT,F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4573 MONMOUTH CT 213, Columbus, OH, 43232",4573,MONMOUTH CT,213,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4665 REFUGEE RD 2F, Columbus, OH, 43232",4665,REFUGEE RD,2F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2809 CITIZENS PL A, Columbus, OH, 43232",2809,CITIZENS PL,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5052 COVENTRY CT N C, Columbus, OH, 43232",5052,COVENTRY CT N,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5121 CEDAR DR F, Columbus, OH, 43232",5121,CEDAR DR,F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4622 HEBRIDES DR A, Columbus, OH, 43232",4622,HEBRIDES DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5981 LAKE CLUB SQ B, Columbus, OH, 43232",5981,LAKE CLUB SQ,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4667 REFUGEE RD 1B, Columbus, OH, 43232",4667,REFUGEE RD,1B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4607 REFUGEE RD 3A, Columbus, OH, 43232",4607,REFUGEE RD,3A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5460 LONSDALE PL S UNIT D, Columbus, OH, 43232",5460,LONSDALE PL S,UNIT D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 WOOLWICH CT 105, Columbus, OH, 43232",2870,WOOLWICH CT,105,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4671 REFUGEE RD 1F, Columbus, OH, 43232",4671,REFUGEE RD,1F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2828 TENNYSON BLVD A, Columbus, OH, 43232",2828,TENNYSON BLVD,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4536 LAKE SIDE S A, Columbus, OH, 43232",4536,LAKE SIDE S,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4671 REFUGEE RD 2F, Columbus, OH, 43232",4671,REFUGEE RD,2F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4615 REFUGEE RD 3A, Columbus, OH, 43232",4615,REFUGEE RD,3A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2810 TENNYSON BLVD C, Columbus, OH, 43232",2810,TENNYSON BLVD,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2231 COURTSIDE DR G, Columbus, OH, 43232",2231,COURTSIDE DR,G,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4667 REFUGEE RD 3B, Columbus, OH, 43232",4667,REFUGEE RD,3B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4656 HEBRIDES DR C, Columbus, OH, 43232",4656,HEBRIDES DR,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5685 BAIRSFORD CIR N 18, Columbus, OH, 43232",5685,BAIRSFORD CIR N,18,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5427 YORKSHIRE TERRACE DR 6C, Columbus, OH, 43232",5427,YORKSHIRE TERRACE DR,6C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2750 TENNYSON BLVD A, Columbus, OH, 43232",2750,TENNYSON BLVD,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2791 CITIZENS PL B, Columbus, OH, 43232",2791,CITIZENS PL,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5738 HIBERNIA DR B, Columbus, OH, 43232",5738,HIBERNIA DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5880 YORKLAND CT UNIT E, Columbus, OH, 43232",5880,YORKLAND CT,UNIT E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5608 HIBERNIA DR A, Columbus, OH, 43232",5608,HIBERNIA DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2510 KIMBERLY PKWY E UNIT 108, Columbus, OH, 43232",2510,KIMBERLY PKWY E,UNIT 108,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5370 YORKSHIRE TERRACE DR F, Columbus, OH, 43232",5370,YORKSHIRE TERRACE DR,F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5730 HIBERNIA DR A, Columbus, OH, 43232",5730,HIBERNIA DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2785 CITIZENS PL D, Columbus, OH, 43232",2785,CITIZENS PL,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4626 CHANNING TER D, Columbus, OH, 43232",4626,CHANNING TER,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4593 REFUGEE RD 2I, Columbus, OH, 43232",4593,REFUGEE RD,2I,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5675 BAIRSFORD CIR N 13, Columbus, OH, 43232",5675,BAIRSFORD CIR N,13,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5518 DUNFIELD LN 5, Columbus, OH, 43232",5518,DUNFIELD LN,5,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4619 REFUGEE RD 3B, Columbus, OH, 43232",4619,REFUGEE RD,3B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2797 MARWOOD CT D, Columbus, OH, 43232",2797,MARWOOD CT,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5590 AUTUMN CHASE DR B, Columbus, OH, 43232",5590,AUTUMN CHASE DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5738 HIBERNIA DR C, Columbus, OH, 43232",5738,HIBERNIA DR,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2246 S HAMILTON RD 201, Columbus, OH, 43232",2246,S HAMILTON RD,201,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5097 CEDAR DR E, Columbus, OH, 43232",5097,CEDAR DR,E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 MERRYMOUNT CT C, Columbus, OH, 43232",2870,MERRYMOUNT CT,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5546 AUTUMN CHASE DR B, Columbus, OH, 43232",5546,AUTUMN CHASE DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2740 BRANDY DR 204, Columbus, OH, 43232",2740,BRANDY DR,204,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4609 REFUGEE RD 2J, Columbus, OH, 43232",4609,REFUGEE RD,2J,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4525 LAKE SIDE N C, Columbus, OH, 43232",4525,LAKE SIDE N,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5424 LONSDALE PL N UNIT B, Columbus, OH, 43232",5424,LONSDALE PL N,UNIT B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2799 MARWOOD CT C, Columbus, OH, 43232",2799,MARWOOD CT,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"1289 YORKLAND RD UNIT C, Columbus, OH, 43232",1289,YORKLAND RD,UNIT C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4617 REFUGEE RD 1E, Columbus, OH, 43232",4617,REFUGEE RD,1E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2824 CITIZENS PL C, Columbus, OH, 43232",2824,CITIZENS PL,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5333 YORKSHIRE TERRACE DR B, Columbus, OH, 43232",5333,YORKSHIRE TERRACE DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2866 MERRYMOUNT CT B, Columbus, OH, 43232",2866,MERRYMOUNT CT,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4669 REFUGEE RD 1F, Columbus, OH, 43232",4669,REFUGEE RD,1F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5123 CEDAR DR C, Columbus, OH, 43232",5123,CEDAR DR,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5427 YORKSHIRE TERRACE DR 6A, Columbus, OH, 43232",5427,YORKSHIRE TERRACE DR,6A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4545 LAKE SIDE N C, Columbus, OH, 43232",4545,LAKE SIDE N,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2830 WYMAN CT A, Columbus, OH, 43232",2830,WYMAN CT,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2772 BRANDY DR 203, Columbus, OH, 43232",2772,BRANDY DR,203,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2885 THOREAU CT C, Columbus, OH, 43232",2885,THOREAU CT,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2450 SHORE BLVD W I, Columbus, OH, 43232",2450,SHORE BLVD W,I,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2844 CITIZENS PL H, Columbus, OH, 43232",2844,CITIZENS PL,H,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2865 CITIZENS PL E, Columbus, OH, 43232",2865,CITIZENS PL,E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2381 SHORE BLVD E A, Columbus, OH, 43232",2381,SHORE BLVD E,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5501 E LIVINGSTON AVE UNIT C, Columbus, OH, 43232",5501,E LIVINGSTON AVE,UNIT C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4613 REFUGEE RD 3C, Columbus, OH, 43232",4613,REFUGEE RD,3C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4611 REFUGEE RD 3E, Columbus, OH, 43232",4611,REFUGEE RD,3E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2740 BRANDY DR 101, Columbus, OH, 43232",2740,BRANDY DR,101,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2726 TENNYSON BLVD A, Columbus, OH, 43232",2726,TENNYSON BLVD,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5880 YORKLAND CT UNIT A, Columbus, OH, 43232",5880,YORKLAND CT,UNIT A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2765 TENNYSON BLVD A, Columbus, OH, 43232",2765,TENNYSON BLVD,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4671 REFUGEE RD 2E, Columbus, OH, 43232",4671,REFUGEE RD,2E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4650 HILTON CORPORATE DR 104, Columbus, OH, 43232",4650,HILTON CORPORATE DR,104,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5079 CEDAR DR B, Columbus, OH, 43232",5079,CEDAR DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5617 AUTUMN CHASE DR A, Columbus, OH, 43232",5617,AUTUMN CHASE DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"1289 YORKLAND RD UNIT M, Columbus, OH, 43232",1289,YORKLAND RD,UNIT M,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4595 REFUGEE RD 1B, Columbus, OH, 43232",4595,REFUGEE RD,1B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5044 COVENTRY DR D, Columbus, OH, 43232",5044,COVENTRY DR,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2785 CITIZENS PL F, Columbus, OH, 43232",2785,CITIZENS PL,F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4630 HILTON CORPORATE DR 208, Columbus, OH, 43232",4630,HILTON CORPORATE DR,208,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5050 COVENTRY CT N A, Columbus, OH, 43232",5050,COVENTRY CT N,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"1898 COVENTRY CT D, Columbus, OH, 43232",1898,COVENTRY CT,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2089 LAKE CLUB TER G, Columbus, OH, 43232",2089,LAKE CLUB TER,G,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4515 LAKE SIDE N C, Columbus, OH, 43232",4515,LAKE SIDE N,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4615 REFUGEE RD 3F, Columbus, OH, 43232",4615,REFUGEE RD,3F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2510 KIMBERLY PKWY E 204, Columbus, OH, 43232",2510,KIMBERLY PKWY E,204,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5167 CEDAR DR D, Columbus, OH, 43232",5167,CEDAR DR,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5461 LONSDALE PL S UNIT A, Columbus, OH, 43232",5461,LONSDALE PL S,UNIT A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5427 YORKSHIRE TERRACE DR 2C, Columbus, OH, 43232",5427,YORKSHIRE TERRACE DR,2C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 WOOLWICH CT 212, Columbus, OH, 43232",2870,WOOLWICH CT,212,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4609 REFUGEE RD 1L, Columbus, OH, 43232",4609,REFUGEE RD,1L,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 WOOLWICH CT 201, Columbus, OH, 43232",2870,WOOLWICH CT,201,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5016 COVENTRY DR A, Columbus, OH, 43232",5016,COVENTRY DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2772 BRANDY DR 101, Columbus, OH, 43232",2772,BRANDY DR,101,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 WOOLWICH CT 203, Columbus, OH, 43232",2870,WOOLWICH CT,203,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2726 EASTLAND MALL UNIT A, Columbus, OH, 43232",2726,EASTLAND MALL,UNIT A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4792 LARAINE CT 203, Columbus, OH, 43232",4792,LARAINE CT,203,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4601 REFUGEE RD 2G, Columbus, OH, 43232",4601,REFUGEE RD,2G,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5034 COVENTRY DR B, Columbus, OH, 43232",5034,COVENTRY DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2244 S HAMILTON RD 100, Columbus, OH, 43232",2244,S HAMILTON RD,100,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2836 WYMAN CT A, Columbus, OH, 43232",2836,WYMAN CT,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5415 YORKSHIRE TERRACE DR 2C, Columbus, OH, 43232",5415,YORKSHIRE TERRACE DR,2C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2460 SHORE BLVD W A, Columbus, OH, 43232",2460,SHORE BLVD W,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4558 MANDEVILLE CT D, Columbus, OH, 43232",4558,MANDEVILLE CT,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2510 KIMBERLY PKWY E 107, Columbus, OH, 43232",2510,KIMBERLY PKWY E,107,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2852 CITIZENS PL H, Columbus, OH, 43232",2852,CITIZENS PL,H,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"6001 LAKE CLUB CT I, Columbus, OH, 43232",6001,LAKE CLUB CT,I,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4617 REFUGEE RD 1G, Columbus, OH, 43232",4617,REFUGEE RD,1G,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4525 LAKE SIDE N B, Columbus, OH, 43232",4525,LAKE SIDE N,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4792 LARAINE CT 104, Columbus, OH, 43232",4792,LARAINE CT,104,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5427 YORKSHIRE TERRACE DR 6B, Columbus, OH, 43232",5427,YORKSHIRE TERRACE DR,6B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2962 NATHANIEL BLVD C, Columbus, OH, 43232",2962,NATHANIEL BLVD,C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4505 LAKE SIDE N B, Columbus, OH, 43232",4505,LAKE SIDE N,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5398 YORKSHIRE TERRACE DR B, Columbus, OH, 43232",5398,YORKSHIRE TERRACE DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2510 KIMBERLY PKWY E 207, Columbus, OH, 43232",2510,KIMBERLY PKWY E,207,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5415 YORKSHIRE TERRACE DR 8B, Columbus, OH, 43232",5415,YORKSHIRE TERRACE DR,8B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5981 LAKE CLUB SQ F, Columbus, OH, 43232",5981,LAKE CLUB SQ,F,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5762 HIBERNIA DR B, Columbus, OH, 43232",5762,HIBERNIA DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4607 REFUGEE RD 3C, Columbus, OH, 43232",4607,REFUGEE RD,3C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 WOOLWICH CT 107, Columbus, OH, 43232",2870,WOOLWICH CT,107,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5573 AUTUMN CHASE DR A, Columbus, OH, 43232",5573,AUTUMN CHASE DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"6000 LAKE CLUB CT G, Columbus, OH, 43232",6000,LAKE CLUB CT,G,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5202 CEDAR DR A, Columbus, OH, 43232",5202,CEDAR DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4671 REFUGEE RD 3B, Columbus, OH, 43232",4671,REFUGEE RD,3B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2847 CITIZENS PL D, Columbus, OH, 43232",2847,CITIZENS PL,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5393 YORKSHIRE TERRACE DR 5C, Columbus, OH, 43232",5393,YORKSHIRE TERRACE DR,5C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5591 HIBERNIA DR A, Columbus, OH, 43232",5591,HIBERNIA DR,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5081 CEDAR DR L, Columbus, OH, 43232",5081,CEDAR DR,L,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2870 WOOLWICH CT 110, Columbus, OH, 43232",2870,WOOLWICH CT,110,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5644 HIBERNIA DR B, Columbus, OH, 43232",5644,HIBERNIA DR,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5675 BAIRSFORD CIR N 15, Columbus, OH, 43232",5675,BAIRSFORD CIR N,15,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2791 CITIZENS PL A, Columbus, OH, 43232",2791,CITIZENS PL,A,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5330 YORKSHIRE TERRACE DR A4, Columbus, OH, 43232",5330,YORKSHIRE TERRACE DR,A4,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4544 LAKE SIDE S G, Columbus, OH, 43232",4544,LAKE SIDE S,G,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"1754 LONSDALE PL E UNIT C, Columbus, OH, 43232",1754,LONSDALE PL E,UNIT C,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4594 ISINGTON CT 204, Columbus, OH, 43232",4594,ISINGTON CT,204,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2225 COURTSIDE DR E, Columbus, OH, 43232",2225,COURTSIDE DR,E,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"4612 CHANNING TER D, Columbus, OH, 43232",4612,CHANNING TER,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"2865 THOREAU CT B, Columbus, OH, 43232",2865,THOREAU CT,B,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
"5119 CEDAR DR D, Columbus, OH, 43232",5119,CEDAR DR,D,Columbus,OH,43232,"census-confirmed apartment unit; residential inferred (unit), not auditor-verified"
