number,street,unit,city,state,zip,census_status
3031,WYNTREE DR,,Columbus,OH,43232,No_Match
3046,WYNTREE DR,,Columbus,OH,43232,No_Match
3075,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
3011,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
5922,ANNABERG DR,,Columbus,OH,43232,No_Match
3014,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
3043,WYNTREE DR,,Columbus,OH,43232,No_Match
5910,ANNABERG DR,,Columbus,OH,43232,No_Match
3034,WYNTREE DR,,Columbus,OH,43232,No_Match
3073,WYNTREE DR,,Columbus,OH,43232,No_Match
5892,ANNABERG DR,,Columbus,OH,43232,No_Match
5904,ANNABERG DR,,Columbus,OH,43232,No_Match
3053,ASHMERE DR,,Columbus,OH,43232,No_Match
5874,ANNABERG DR,,Columbus,OH,43232,No_Match
5927,ANNABERG DR,,Columbus,OH,43232,No_Match
3045,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
5886,ANNABERG DR,,Columbus,OH,43232,No_Match
3032,ASHMERE DR,,Columbus,OH,43232,No_Match
3008,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
3064,WYNTREE DR,,Columbus,OH,43232,No_Match
2996,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
5906,DAMSEL DR,,Columbus,OH,43232,No_Match
3052,WYNTREE DR,,Columbus,OH,43232,No_Match
5935,ANNABERG DR,,Columbus,OH,43232,No_Match
5916,ANNABERG DR,,Columbus,OH,43232,No_Match
3049,WYNTREE DR,,Columbus,OH,43232,No_Match
5883,ANNABERG DR,,Columbus,OH,43232,No_Match
5841,DAMSEL DR,,Columbus,OH,43232,No_Match
3058,WYNTREE DR,,Columbus,OH,43232,No_Match
3056,ASHMERE DR,,Columbus,OH,43232,No_Match
3067,WYNTREE DR,,Columbus,OH,43232,No_Match
3079,WYNTREE DR,,Columbus,OH,43232,No_Match
3063,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
3069,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
2999,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
3050,ASHMERE DR,,Columbus,OH,43232,No_Match
3002,LAMPTONRIDGE DR,,Columbus,OH,43232,No_Match
5889,ANNABERG DR,,Columbus,OH,43232,No_Match
5897,ANNABERG DR,,Columbus,OH,43232,No_Match
