number,street,unit,city,region,postcode,latitude,longitude
8131,GOLDSMITH DR,,REYNOLDSBURG,OH,43068,39.9575601,-82.7811475
7051,WHITE BUTTERFLY LN,,REYNOLDSBURG,OH,43068,39.9649044,-82.8111267
43,HAMPTON LN,,REYNOLDSBURG,OH,43068,39.9576937,-82.7894373
1250,BRIARGATE CT,,REYNOLDSBURG,OH,43068,39.957368,-82.813285
7119,WHITE BUTTERFLY LN,,REYNOLDSBURG,OH,43068,39.9631253,-82.8090379
156,CAMBRIDGE CT,,REYNOLDSBURG,OH,43068,39.9585454,-82.7902547
8006,GOLDSMITH DR,,REYNOLDSBURG,OH,43068,39.9578292,-82.7845392
1245,WHITE BIRCH CT,,REYNOLDSBURG,OH,43068,39.9573749,-82.8155359
7405,WARWICK AVE,,REYNOLDSBURG,OH,43068,39.9653615,-82.8018181
7349,WARWICK AVE,,REYNOLDSBURG,OH,43068,39.9643252,-82.803089
902,CROFTON PL,,REYNOLDSBURG,OH,43068,39.9649207,-82.8071618
8312,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9744451,-82.7797828
6573,HELM AVE,,REYNOLDSBURG,OH,43068,39.9664838,-82.8239836
7555,DEER PARK WAY,,REYNOLDSBURG,OH,43068,39.9830639,-82.7956131
6988,TOMAHAWK TRL,,REYNOLDSBURG,OH,43068,39.9775372,-82.8157368
233,DEER TRAIL CT,,REYNOLDSBURG,OH,43068,39.9824434,-82.794845
7477,LISMORE DR,,REYNOLDSBURG,OH,43068,39.9755901,-82.8019433
978,QUARRY PARK DR,,REYNOLDSBURG,OH,43068,39.9659779,-82.785448
7655,RODEBAUGH RD,,TRURO TWP,OH,43068,39.9730714,-82.7967726
6890,NOCTURNE RD N,,REYNOLDSBURG,OH,43068,39.964127,-82.8151501
1332,N JACKSON AVE,,REYNOLDSBURG,OH,43068,39.956445,-82.8012207
6444,FIRETHORN AVE,,REYNOLDSBURG,OH,43068,39.9753415,-82.8289962
1325,EPWORTH AVE,,REYNOLDSBURG,OH,43068,39.9568504,-82.800303
8063,GOLDSMITH DR,,REYNOLDSBURG,OH,43068,39.9575326,-82.7828659
1041,SUNVIEW RD,,REYNOLDSBURG,OH,43068,39.9620166,-82.8045559
415,DOVERWOOD DR,,REYNOLDSBURG,OH,43068,39.9754719,-82.8050587
1145,JONSON CT,,REYNOLDSBURG,OH,43068,39.9627621,-82.7836675
251,ESTATES LN,,REYNOLDSBURG,OH,43068,39.9570028,-82.7894345
7996,GOLDSMITH DR,,REYNOLDSBURG,OH,43068,39.9578132,-82.7847741
7087,WHITE BUTTERFLY LN,,REYNOLDSBURG,OH,43068,39.9642079,-82.8098816
1531,DREAM CT,,REYNOLDSBURG,OH,43068,39.9538888,-82.7878614
6840,CLYMER DR,,REYNOLDSBURG,OH,43068,39.9537031,-82.814537
1342,EPWORTH AVE,,REYNOLDSBURG,OH,43068,39.9568433,-82.7989876
6491,TIMBERMILL WAY,,REYNOLDSBURG,OH,43068,39.9764892,-82.8277662
1154,CARROUSEL DR E,,REYNOLDSBURG,OH,43068,39.9591583,-82.8099616
7015,TREEBOURNE DR,,REYNOLDSBURG,OH,43068,39.9654818,-82.8097704
6509,RUGOSA AVE,,REYNOLDSBURG,OH,43068,39.9731769,-82.8269294
807,MARLAN AVE,,REYNOLDSBURG,OH,43068,39.966604,-82.8092131
446,WAGGONER RD,,TRURO TWP,OH,43068,39.9766459,-82.7923436
7328,TIMBER CREEK CT,,REYNOLDSBURG,OH,43068,39.9763445,-82.8061066
644,CULPEPPER DR,,REYNOLDSBURG,OH,43068,39.9712756,-82.7965669
1485,JACKSON AVE,,REYNOLDSBURG,OH,43068,39.9538586,-82.8004417
672,RAVENNA CIR,,REYNOLDSBURG,OH,43068,39.9681685,-82.8219868
1252,LANCASTER AVE,,REYNOLDSBURG,OH,43068,39.9578965,-82.8032273
7786,ASTRA CIR,,REYNOLDSBURG,OH,43068,39.9774012,-82.7970261
8066,ELIOT DR,,REYNOLDSBURG,OH,43068,39.9586934,-82.7830503
7676,SPRINGRUN CT,,REYNOLDSBURG,OH,43068,39.9603693,-82.7945092
1332,LANCASTER AVE,,REYNOLDSBURG,OH,43068,39.9563433,-82.8025896
8091,KINGSLEY DR,,REYNOLDSBURG,OH,43068,39.9634914,-82.7832576
6610,RUGOSA AVE,,REYNOLDSBURG,OH,43068,39.9733674,-82.8241442
6735,RED FOX RD,,REYNOLDSBURG,OH,43068,39.9645332,-82.8192368
6966,ARDELLE DR,,REYNOLDSBURG,OH,43068,39.9589195,-82.8122182
6949,WIGWAM WAY,,REYNOLDSBURG,OH,43068,39.9774965,-82.8164953
806,WHISTLEWOOD DR,,REYNOLDSBURG,OH,43068,39.9664472,-82.8099152
7456,DAUGHERTY DR,,REYNOLDSBURG,OH,43068,39.9741867,-82.8023199
345,BRICE RD,,REYNOLDSBURG,OH,43068,39.9744336,-82.8267627
6629,FORRESTER WAY,,REYNOLDSBURG,OH,43068,39.976678,-82.8242939
6584,RED FOX RD,,REYNOLDSBURG,OH,43068,39.9641314,-82.823223
6503,OLD CHURCH WAY,,REYNOLDSBURG,OH,43068,39.977639,-82.8280843
7072,ROUNDELAY RD N,,REYNOLDSBURG,OH,43068,39.9636263,-82.8100703
7953,WINDRIFT PL,,REYNOLDSBURG,OH,43068,39.9657846,-82.7874375
797,MARLAN AVE,,REYNOLDSBURG,OH,43068,39.966798,-82.8090855
7884,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9662607,-82.7891381
1201,ADDISON DR,,REYNOLDSBURG,OH,43068,39.9612671,-82.7851807
7359,WARWICK AVE,,REYNOLDSBURG,OH,43068,39.9646357,-82.8028148
205,FRENCH RUN LN,,REYNOLDSBURG,OH,43068,39.9613635,-82.788992
630,GILMORE DR,,REYNOLDSBURG,OH,43068,39.9704952,-82.8048254
1009,PLEASANT CT,,REYNOLDSBURG,OH,43068,39.9624408,-82.801755
867,WHISTLEWOOD DR,,REYNOLDSBURG,OH,43068,39.9658753,-82.8103698
1041,ROUNDELAY RD E,,REYNOLDSBURG,OH,43068,39.961578,-82.80911
1224,HILTON DR,,REYNOLDSBURG,OH,43068,39.9611267,-82.7810848
7825,ASTRA CIR,,REYNOLDSBURG,OH,43068,39.9781616,-82.7956364
7370,SABRE AVE,,REYNOLDSBURG,OH,43068,39.9672464,-82.8029876
800,WHISTLEWOOD DR,,REYNOLDSBURG,OH,43068,39.9666201,-82.809916
1036,WHITE BUTTERFLY CT,,REYNOLDSBURG,OH,43068,39.9621256,-82.8080819
7968,WINDRIFT PL,,REYNOLDSBURG,OH,43068,39.9663633,-82.7873025
7987,AMBROSE BND,,REYNOLDSBURG,OH,43068,39.9753427,-82.788783
1043,PLEASANT DR,,REYNOLDSBURG,OH,43068,39.9620721,-82.8034886
7546,BROADWYN DR,,REYNOLDSBURG,OH,43068,39.9539456,-82.7960684
1144,ADDISON DR,,REYNOLDSBURG,OH,43068,39.9624526,-82.7845894
6874,ARDELLE DR,,REYNOLDSBURG,OH,43068,39.9588148,-82.814689
7806,JORDAN XING,,REYNOLDSBURG,OH,43068,39.96481,-82.7914394
7762,ASTRA CIR,,REYNOLDSBURG,OH,43068,39.9773308,-82.7952836
7938,WINDRIFT PL,,REYNOLDSBURG,OH,43068,39.9663981,-82.7878833
224,CANTWELL CT,,REYNOLDSBURG,OH,43068,39.9767299,-82.82986
7663,SPRINGRUN CT,,REYNOLDSBURG,OH,43068,39.9599688,-82.7946395
7369,SMITHFIELD AVE,,REYNOLDSBURG,OH,43068,39.9684416,-82.8031841
6594,OLIVETREE CT,,REYNOLDSBURG,OH,43068,39.9751445,-82.8250119
6670,ROCKY DEN RD,,REYNOLDSBURG,OH,43068,39.9658465,-82.821147
6956,BLACKOAK DR,,REYNOLDSBURG,OH,43068,39.9700983,-82.8149889
7506,BROADWYN DR,,REYNOLDSBURG,OH,43068,39.953997,-82.7971932
6483,SILVERLEAF AVE,,REYNOLDSBURG,OH,43068,39.9741188,-82.8275668
7700,RODEBAUGH RD,,REYNOLDSBURG,OH,43068,39.9746958,-82.7957559
6635,FORRESTER WAY,,REYNOLDSBURG,OH,43068,39.9764893,-82.8243202
7462,LINDBROOK CT,,REYNOLDSBURG,OH,43068,39.9751192,-82.8022704
7161,CROFTON CT,,REYNOLDSBURG,OH,43068,39.9650158,-82.80834
7355,WOODLOW DR,,REYNOLDSBURG,OH,43068,39.9767722,-82.8055412
1197,BEAVERCREEK BLVD,,REYNOLDSBURG,OH,43068,39.9603229,-82.7955293
1189,BEAVERCREEK BLVD,,REYNOLDSBURG,OH,43068,39.9604156,-82.7956581
7581,N OAKBROOK DR,,REYNOLDSBURG,OH,43068,39.9580523,-82.7956842
1259,W OAKBROOK DR,,REYNOLDSBURG,OH,43068,39.9587688,-82.7962981
7633,N OAKBROOK DR,,REYNOLDSBURG,OH,43068,39.9581831,-82.7940719
1218,WESTERN OAK PL,,REYNOLDSBURG,OH,43068,39.9597633,-82.7961833
8008,GREENSPIRE DR,,REYNOLDSBURG,OH,43068,39.9565178,-82.7844117
7963,GREENSPIRE DR,,REYNOLDSBURG,OH,43068,39.9566666,-82.7856826
1167,BEAVERCREEK BLVD,,REYNOLDSBURG,OH,43068,39.9606394,-82.7959908
1344,HILTON DR,,REYNOLDSBURG,OH,43068,39.9586499,-82.7811519
7201,LAURETTA CT,,REYNOLDSBURG,OH,43068,39.9754689,-82.8092793
7072,SHAWNEE WAY,,REYNOLDSBURG,OH,43068,39.9746899,-82.8127494
7746,ASTRA CIR,,REYNOLDSBURG,OH,43068,39.9772635,-82.7942865
755,WAGGONER RD,,TRURO TWP,OH,43068,39.9696792,-82.7954224
230,NEEDLEWOOD LN,,REYNOLDSBURG,OH,43068,39.9764999,-82.8309156
7383,DAUGHERTY DR,,REYNOLDSBURG,OH,43068,39.9731875,-82.8037797
7190,ANNE CT,,REYNOLDSBURG,OH,43068,39.974887,-82.8096563
6609,RED FOX RD,,REYNOLDSBURG,OH,43068,39.9636763,-82.8225074
244,DEER TRAIL CT,,REYNOLDSBURG,OH,43068,39.9822202,-82.7942196
687,CULPEPPER DR,,REYNOLDSBURG,OH,43068,39.9704562,-82.7978893
7980,SLATE PARK AVE,,REYNOLDSBURG,OH,43068,39.9681269,-82.7872264
836,CROFTON PL,,REYNOLDSBURG,OH,43068,39.9662593,-82.8078487
7964,GREENSPIRE DR,,REYNOLDSBURG,OH,43068,39.956372,-82.7850277
1364,CARLYLE DR,,REYNOLDSBURG,OH,43068,39.9579218,-82.7838293
6547,ROCKY DEN RD,,REYNOLDSBURG,OH,43068,39.9656079,-82.8245053
7101,SHAWNEE WAY,,REYNOLDSBURG,OH,43068,39.9738665,-82.8115753
1022,QUARRY PARK DR,,REYNOLDSBURG,OH,43068,39.9649732,-82.7855076
793,MARLAN AVE,,REYNOLDSBURG,OH,43068,39.9669041,-82.8090753
1403,CARLYLE DR,,REYNOLDSBURG,OH,43068,39.957171,-82.7845004
7754,ASTRA CIR,,REYNOLDSBURG,OH,43068,39.9773217,-82.7948068
7656,N OAKBROOK DR,,REYNOLDSBURG,OH,43068,39.9594522,-82.7946596
1186,FOXCREEK LN,,REYNOLDSBURG,OH,43068,39.9606965,-82.7937927
8066,RODEBAUGH RD,,REYNOLDSBURG,OH,43068,39.9762308,-82.7868063
1375,WAGGONER RD,,REYNOLDSBURG,OH,43068,39.9566937,-82.7947723
7658,SPRINGRUN CT,,REYNOLDSBURG,OH,43068,39.9605645,-82.7949025
2094,WAYFARING DR,,REYNOLDSBURG,OH,43068,39.942506,-82.7873541
6800,GILETTE DR,,REYNOLDSBURG,OH,43068,39.9463168,-82.8139213
1543,STOUDER DR,,REYNOLDSBURG,OH,43068,39.9494305,-82.82304
7856,SLATE RIDGE BLVD,,REYNOLDSBURG,OH,43068,39.9459377,-82.7865565
7673,RIDGEMONT CT,,REYNOLDSBURG,OH,43068,39.9610049,-82.794371
7590,S OAKBROOK DR,,REYNOLDSBURG,OH,43068,39.9583169,-82.7951926
21,ESTATES LN,,REYNOLDSBURG,OH,43068,39.9592215,-82.7881118
6387,RIPPEY CIR,,REYNOLDSBURG,OH,43068,39.9337885,-82.8238918
2025,COMMONS RD N,,REYNOLDSBURG,OH,43068,39.9385955,-82.8264898
47,HAMPTON LN,,REYNOLDSBURG,OH,43068,39.9578382,-82.789137
18,ESTATES LN,,REYNOLDSBURG,OH,43068,39.9586674,-82.7879525
3,ESTATES LN,,REYNOLDSBURG,OH,43068,39.957592,-82.7887863
274,BALLMAN SQUARE N,,ETNA TWP,OH,43068,39.9649495,-82.7340711
79,WESLEY DR SW,,PATASKALA,OH,43068,39.9944072,-82.7538152
14797,PALMER RD SW,,ETNA TWP,OH,43068,39.9458266,-82.7616137
8502,LANDSEER DR,,REYNOLDSBURG,OH,43068,39.9673729,-82.773204
101,YONTS CT,,ETNA TWP,OH,43068,39.9447898,-82.7332299
8729,CANADA CT,,REYNOLDSBURG,OH,43068,39.9690276,-82.7675092
8419,LUCERNE DR,,REYNOLDSBURG,OH,43068,39.9724632,-82.7766035
8828,FIRSTGATE DR,,REYNOLDSBURG,OH,43068,39.9738561,-82.7659634
291,WENDELL RD SW,,ETNA TWP,OH,43068,39.9466444,-82.7322172
680,SMITHERS DR,,REYNOLDSBURG,OH,43068,39.9766249,-82.7558986
248,BALLMAN RD SW,,ETNA TWP,OH,43068,39.9603534,-82.734445
8564,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9695582,-82.7721072
186,MEADOW DR,,ETNA TWP,OH,43068,39.9436015,-82.7672749
6983,TAYLOR RD SW,,PATASKALA,OH,43068,39.9904303,-82.7672793
722,MORENO DR,,REYNOLDSBURG,OH,43068,39.9753651,-82.7576579
9121,MCMAHON CT,,REYNOLDSBURG,OH,43068,39.9724565,-82.7575068
8895,CORAL CANYON CIR,,REYNOLDSBURG,OH,43068,39.972783,-82.7641747
1929,LORIMAR DR,,REYNOLDSBURG,OH,43068,39.9448287,-82.7937711
1950,BALTIMORE-REYNOLDSBURG RD,,REYNOLDSBURG,OH,43068,39.9440557,-82.7943326
2037,OPAL ST,,REYNOLDSBURG,OH,43068,39.9437083,-82.7922548
7047,TREEBOURNE DR,,REYNOLDSBURG,OH,43068,39.9658037,-82.8090846
6500,FIRETHORN AVE,,REYNOLDSBURG,OH,43068,39.975245,-82.8275052
678,BLACKOAK CT,,REYNOLDSBURG,OH,43068,39.9687429,-82.8128577
6985,STARFIRE DR,,REYNOLDSBURG,OH,43068,39.9594266,-82.8119253
402,KNOB AVE,,REYNOLDSBURG,OH,43068,39.9729376,-82.8275255
8170,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9663163,-82.7817234
6610,GLACIER AVE,,REYNOLDSBURG,OH,43068,39.9699951,-82.8236503
6539,OLD CHURCH WAY,,REYNOLDSBURG,OH,43068,39.9775801,-82.8270269
1178,MATTERHORN DR,,REYNOLDSBURG,OH,43068,39.9583035,-82.8167338
8095,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9648944,-82.7833792
7978,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9650246,-82.7866691
7069,TRILLIUM LN,,REYNOLDSBURG,OH,43068,39.9732874,-82.8120794
1071,CARROUSEL DR E,,REYNOLDSBURG,OH,43068,39.9607293,-82.8106433
554,BRIGHTSTONE DR,,REYNOLDSBURG,OH,43068,39.9724964,-82.8043543
6551,RUGOSA AVE,,REYNOLDSBURG,OH,43068,39.9731245,-82.8257763
911,HILLRIDGE RD,,REYNOLDSBURG,OH,43068,39.965032,-82.8000846
6959,CARROUSEL DR S,,REYNOLDSBURG,OH,43068,39.9577809,-82.8122474
7011,TRILLIUM LN,,REYNOLDSBURG,OH,43068,39.973014,-82.8139014
453,BRICE RD,,REYNOLDSBURG,OH,43068,39.9722472,-82.8269117
6830,E MAIN ST,,REYNOLDSBURG,OH,43068,39.9553604,-82.8146492
1100,HILLRIDGE RD,,REYNOLDSBURG,OH,43068,39.961128,-82.7999924
6775,LYON CT,,REYNOLDSBURG,OH,43068,39.9577278,-82.8171963
800,CROFTON CIR,,REYNOLDSBURG,OH,43068,39.9669703,-82.8079415
946,SUNVIEW RD,,REYNOLDSBURG,OH,43068,39.963984,-82.8048887
6494,ROCKY DEN RD,,REYNOLDSBURG,OH,43068,39.9660185,-82.8260489
393,JONELL LN,,REYNOLDSBURG,OH,43068,39.9754574,-82.8087824
7015,TRILLIUM LN,,REYNOLDSBURG,OH,43068,39.9730169,-82.8137694
808,WHISTLEWOOD DR,,REYNOLDSBURG,OH,43068,39.9664058,-82.8099186
1234,LANCASTER AVE,,REYNOLDSBURG,OH,43068,39.9582573,-82.8034875
397,TIMBER CREEK RD,,REYNOLDSBURG,OH,43068,39.975536,-82.8075218
910,PLEASANT DR,,REYNOLDSBURG,OH,43068,39.9649893,-82.8006147
7025,BLACKOAK DR,,REYNOLDSBURG,OH,43068,39.9692274,-82.8132631
7373,WARWICK AVE,,REYNOLDSBURG,OH,43068,39.96513,-82.802495
400,CHEYENNE WAY,,REYNOLDSBURG,OH,43068,39.9754467,-82.8117894
880,SUNVIEW RD,,REYNOLDSBURG,OH,43068,39.9653229,-82.8054351
339,TRAILBLAZER LN,,REYNOLDSBURG,OH,43068,39.9759884,-82.8137668
419,FALLRIVER DR,,REYNOLDSBURG,OH,43068,39.9758185,-82.803186
300,PATHFINDER DR,,REYNOLDSBURG,OH,43068,39.9766893,-82.8143137
1139,HILLRIDGE RD,,REYNOLDSBURG,OH,43068,39.9603441,-82.8004893
7358,DAVID AVE,,REYNOLDSBURG,OH,43068,39.9611628,-82.8025401
7015,TOMAHAWK TRL,,REYNOLDSBURG,OH,43068,39.9771614,-82.8147828
562,BRIGHTSTONE DR,,REYNOLDSBURG,OH,43068,39.9722947,-82.8044671
6580,RUGOSA AVE,,REYNOLDSBURG,OH,43068,39.9734114,-82.8250239
6588,ROSEDALE AVE,,REYNOLDSBURG,OH,43068,39.9691882,-82.824039
900,CROFTON PL,,REYNOLDSBURG,OH,43068,39.9649643,-82.8072793
7356,MARLAN AVE,,REYNOLDSBURG,OH,43068,39.9695299,-82.8035961
6916,PRIOR PL,,REYNOLDSBURG,OH,43068,39.963325,-82.8143098
1358,ROSEHILL RD,,REYNOLDSBURG,OH,43068,39.9538596,-82.8186554
7250,SABRE AVE,,REYNOLDSBURG,OH,43068,39.9673708,-82.8061728
6926,PRIOR PL,,REYNOLDSBURG,OH,43068,39.9633181,-82.8140315
385,TRAILBLAZER LN,,REYNOLDSBURG,OH,43068,39.9749628,-82.8138527
7775,BROADWYN DR,,REYNOLDSBURG,OH,43068,39.954066,-82.7900202
6625,HELM AVE,,REYNOLDSBURG,OH,43068,39.9663979,-82.8225325
7061,TREEBOURNE DR,,REYNOLDSBURG,OH,43068,39.9654059,-82.8091221
1384,HENTZ DR,,REYNOLDSBURG,OH,43068,39.9536599,-82.8152448
6981,WIND RIVER DR,,REYNOLDSBURG,OH,43068,39.9681795,-82.8140067
8109,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9651615,-82.7829772
7455,SMITHFIELD AVE,,REYNOLDSBURG,OH,43068,39.9683598,-82.8008607
556,POSTWOODS DR,,REYNOLDSBURG,OH,43068,39.9709884,-82.8142241
7771,CHERITON CIR,,REYNOLDSBURG,OH,43068,39.9745795,-82.7913916
7452,MARLAN AVE,,REYNOLDSBURG,OH,43068,39.9694097,-82.8010914
7338,FOXFIELD DR,,REYNOLDSBURG,OH,43068,39.9755631,-82.8056804
294,DEER TRAIL RD,,REYNOLDSBURG,OH,43068,39.9810054,-82.7946507
1001,NORTHFIELD PL N,,REYNOLDSBURG,OH,43068,39.9639939,-82.7991383
925,SUNVIEW RD,,REYNOLDSBURG,OH,43068,39.9643646,-82.8054844
7979,AMBROSE BND,,REYNOLDSBURG,OH,43068,39.97551,-82.7889986
7665,DEER PARK WAY,,REYNOLDSBURG,OH,43068,39.9831647,-82.7925245
466,FALLRIVER DR,,REYNOLDSBURG,OH,43068,39.9746841,-82.8027823
486,POSTWOODS DR,,REYNOLDSBURG,OH,43068,39.9727948,-82.8147032
854,SUNVIEW RD,,REYNOLDSBURG,OH,43068,39.965839,-82.8056251
137,WAGGONER RD,,REYNOLDSBURG,OH,43068,39.984284,-82.792056
819,CROFTON PL,,REYNOLDSBURG,OH,43068,39.9664361,-82.8083967
7934,AMBROSE BND,,REYNOLDSBURG,OH,43068,39.9764325,-82.7898316
692,CATON DR,,REYNOLDSBURG,OH,43068,39.9706317,-82.7958724
647,ANDREA PL,,REYNOLDSBURG,OH,43068,39.9678129,-82.8272133
366,BRICE RD,,REYNOLDSBURG,OH,43068,39.9740257,-82.8261413
453,HAWTHORNE PL,,REYNOLDSBURG,OH,43068,39.9723421,-82.8257423
1335,CARLYLE DR,,REYNOLDSBURG,OH,43068,39.9585556,-82.784247
381,CHEYENNE WAY,,REYNOLDSBURG,OH,43068,39.9750116,-82.8122102
6588,GLACIER AVE,,REYNOLDSBURG,OH,43068,39.9699574,-82.8242005
1293,CARLYLE DR,,REYNOLDSBURG,OH,43068,39.9593434,-82.7842199
6582,HELM AVE,,REYNOLDSBURG,OH,43068,39.9667873,-82.8237995
7983,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9646709,-82.7865316
939,MATTERHORN DR,,REYNOLDSBURG,OH,43068,39.9633893,-82.8174683
1040,MATTERHORN DR,,REYNOLDSBURG,OH,43068,39.9611756,-82.8165288
8163,SHAW DR,,REYNOLDSBURG,OH,43068,39.9669687,-82.7822059
1144,TWILIGHT DR,,REYNOLDSBURG,OH,43068,39.9588807,-82.814205
6949,STARFIRE DR,,REYNOLDSBURG,OH,43068,39.9593233,-82.8128947
6488,TIMBERMILL WAY,,REYNOLDSBURG,OH,43068,39.9769176,-82.8283065
981,HILTON DR,,REYNOLDSBURG,OH,43068,39.9663099,-82.7811864
1191,NOCTURNE RD E,,REYNOLDSBURG,OH,43068,39.9584469,-82.8094684
7079,BLACKOAK DR,,REYNOLDSBURG,OH,43068,39.9689715,-82.8114089
6582,MERRINGER AVE,,REYNOLDSBURG,OH,43068,39.971751,-82.8246486
6933,ARDELLE DR,,REYNOLDSBURG,OH,43068,39.9585451,-82.8130544
7775,E MAIN ST,,REYNOLDSBURG,OH,43068,39.9551425,-82.7901067
7089,TRILLIUM LN,,REYNOLDSBURG,OH,43068,39.9729244,-82.8117281
426,SERANADE ST,,REYNOLDSBURG,OH,43068,39.9722741,-82.8311479
6620,ROSEDALE AVE,,REYNOLDSBURG,OH,43068,39.9690897,-82.8232229
505,POSTWOODS DR,,REYNOLDSBURG,OH,43068,39.9725256,-82.8148233
8177,MAUGHAM DR,,REYNOLDSBURG,OH,43068,39.9680535,-82.7821198
6915,STARFIRE DR,,REYNOLDSBURG,OH,43068,39.9597017,-82.8140049
816,PLEASANT DR,,REYNOLDSBURG,OH,43068,39.9671483,-82.8007123
8069,PRIESTLEY DR,,REYNOLDSBURG,OH,43068,39.9646276,-82.7841652
1125,BRIARCLIFF RD,,REYNOLDSBURG,OH,43068,39.9594041,-82.8116064
6932,NOCTURNE RD N,,REYNOLDSBURG,OH,43068,39.9641273,-82.8140557
275,BRICE RD,,REYNOLDSBURG,OH,43068,39.9759446,-82.8267163
1327,N JACKSON AVE,,REYNOLDSBURG,OH,43068,39.9567282,-82.8015675
7954,WINDRIFT PL,,REYNOLDSBURG,OH,43068,39.9661515,-82.7873685
6453,HELM CT,,REYNOLDSBURG,OH,43068,39.9668181,-82.8272911
6578,ROSEDALE AVE,,REYNOLDSBURG,OH,43068,39.9691512,-82.8243176
971,HILLRIDGE RD,,REYNOLDSBURG,OH,43068,39.9637947,-82.8001801
1213,BEAVERCREEK BLVD,,REYNOLDSBURG,OH,43068,39.9604062,-82.7952478
1035,ROUNDELAY RD E,,REYNOLDSBURG,OH,43068,39.9617327,-82.8092115
7041,NOCTURNE RD N,,REYNOLDSBURG,OH,43068,39.9625645,-82.8109494
6592,HELM AVE,,REYNOLDSBURG,OH,43068,39.966788,-82.8235578
7422,WARWICK AVE,,REYNOLDSBURG,OH,43068,39.9656727,-82.8013428
596,LANCASTER AVE,,REYNOLDSBURG,OH,43068,39.9708804,-82.8088338
7333,WESTLEA CT,,REYNOLDSBURG,OH,43068,39.9700264,-82.8043301
1181,NOCTURNE RD E,,REYNOLDSBURG,OH,43068,39.9586173,-82.8094558
480,BRICE RD,,REYNOLDSBURG,OH,43068,39.9716613,-82.8263131
7048,TRILLIUM LN,,REYNOLDSBURG,OH,43068,39.9736127,-82.8131085
7139,SHAWNEE WAY,,REYNOLDSBURG,OH,43068,39.9743974,-82.8129157
7290,MARLAN AVE,,REYNOLDSBURG,OH,43068,39.9689914,-82.8053513
7005,TREEBOURNE DR,,REYNOLDSBURG,OH,43068,39.9658384,-82.8096748
470,DOVERWOOD DR,,REYNOLDSBURG,OH,43068,39.9739191,-82.8056044
1063,COTTINGHAM RD,,REYNOLDSBURG,OH,43068,39.9617572,-82.8014399
525,POSTWOODS DR,,REYNOLDSBURG,OH,43068,39.9721771,-82.8149109
931,PLEASANT DR,,REYNOLDSBURG,OH,43068,39.9645188,-82.8011063
1054,SUNVIEW RD,,REYNOLDSBURG,OH,43068,39.9618718,-82.8040143
887,HILLRIDGE RD,,REYNOLDSBURG,OH,43068,39.9655436,-82.8000601
474,DOVERWOOD DR,,REYNOLDSBURG,OH,43068,39.9738919,-82.8061079
1193,FOXCREEK LN,,REYNOLDSBURG,OH,43068,39.9606123,-82.7944064
7362,LEBANON AVE,,REYNOLDSBURG,OH,43068,39.9665023,-82.8031119
900,LANCASTER AVE,,REYNOLDSBURG,OH,43068,39.9647894,-82.8063532
7477,SARATOGA CT,,REYNOLDSBURG,OH,43068,39.9674555,-82.7997539
6961,WIGWAM WAY,,REYNOLDSBURG,OH,43068,39.9769822,-82.8168159
426,TRAILBLAZER LN,,REYNOLDSBURG,OH,43068,39.9741477,-82.8134797
610,LANCASTER AVE,,REYNOLDSBURG,OH,43068,39.9703465,-82.808546
1356,AZALEA DR,,REYNOLDSBURG,OH,43068,39.9565777,-82.7956676
517,POSTWOODS DR,,REYNOLDSBURG,OH,43068,39.9722064,-82.8144901
7005,TOMAHAWK TRL,,REYNOLDSBURG,OH,43068,39.977163,-82.8151485
7238,SARATOGA AVE,,REYNOLDSBURG,OH,43068,39.9683871,-82.8066032
6974,BLACKOAK DR,,REYNOLDSBURG,OH,43068,39.9700637,-82.8144652
7648,SPRINGRUN CT,,REYNOLDSBURG,OH,43068,39.9605057,-82.7947452
1279,CARLYLE DR,,REYNOLDSBURG,OH,43068,39.9597024,-82.7842044
7756,QUARRY CLIFF CT,,REYNOLDSBURG,OH,43068,39.9634361,-82.7924473
1239,NOCTURNE RD E,,REYNOLDSBURG,OH,43068,39.9573947,-82.8098195
709,OLDBURY PL,,REYNOLDSBURG,OH,43068,39.9685117,-82.812454
7038,ROUNDELAY RD S,,REYNOLDSBURG,OH,43068,39.957389,-82.8100309
6474,FIRETHORN AVE,,REYNOLDSBURG,OH,43068,39.9752945,-82.8282605
1035,WHITE BUTTERFLY CT,,REYNOLDSBURG,OH,43068,39.9621689,-82.8083474
7982,AMBROSE BEND BND,,REYNOLDSBURG,OH,43068,39.9756942,-82.7886738
435,TIMBER CREEK RD,,REYNOLDSBURG,OH,43068,39.9747957,-82.8071662
6699,RED FOX RD,,REYNOLDSBURG,OH,43068,39.9646003,-82.8202306
343,CHEYENNE WAY,,REYNOLDSBURG,OH,43068,39.9757744,-82.8128011
7543,NORTHFIELD CT,,REYNOLDSBURG,OH,43068,39.9631857,-82.7980137
8001,GREENSPIRE DR,,REYNOLDSBURG,OH,43068,39.9571705,-82.7847068
